episode_id,arm,onset_w,mode,scores
EP00273,C3_both,22,CHANNEL_DROPOUT,"1.5418,1.1267,1.0204,0.6841,0.7464,0.6649,0.4949,0.3453,1.0764,1.2160,1.2354,0.8768,0.2275,0.3811,0.2535,0.1114,0.2266,0.3029,0.2556,0.2707,1.0952,1.7358,7.1143,7.5337,8.4090,9.1681,9.1730,7.6933,16.2596,18.9247,22.5699,25.0044,25.7973,28.3478,24.5864,25.5057,27.1842,24.1285,24.6450,24.8646,23.8409,22.0455,18.0466,15.8213,16.8025,4.9479,4.9479,4.9479,4.9479,4.9479,4.9479,4.9479,4.9479,4.9479,4.9479"
EP00274,C1_variability,29,CHANNEL_DROPOUT,"0.8053,0.5944,0.2841,0.0154,0.0652,0.0000,0.5185,0.5428,1.3916,1.5032,1.5187,1.2321,0.6745,0.7089,0.6525,0.5515,0.3794,0.5446,0.7747,0.8312,0.1836,0.3057,4.7121,4.8209,5.4711,6.4282,7.1307,8.2413,10.6634,11.8884,11.9044,15.0143,17.0224,17.5767,17.3490,19.6681,21.0430,22.9949,27.6638,32.5568,30.5311,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479"
EP00274,C2_covariance,29,CHANNEL_DROPOUT,"0.4425,0.4157,0.4760,0.5929,0.4385,0.4425,0.4173,0.2680,0.2483,0.0184,0.1556,0.0357,0.5625,0.6385,0.1722,0.0344,0.1488,0.1172,0.0159,0.0967,0.0175,0.0391,0.1874,0.8683,2.8909,3.9586,5.0708,8.0237,17.6887,22.3646,25.1762,27.7229,28.8432,27.8388,23.5855,25.4998,25.2203,26.5156,26.1273,27.8814,27.2586,25.4270,22.1267,19.9674,18.1080,4.4417,5.0869,5.4355,5.2241,5.1766,5.0427,5.3628,5.4260,5.3988,5.4910"
EP00274,C3_both,29,CHANNEL_DROPOUT,"0.8053,0.5944,0.4760,0.5929,0.4385,0.4425,0.5185,0.5428,1.3916,1.5032,1.5187,1.2321,0.6745,0.7089,0.6525,0.5515,0.3794,0.5446,0.7747,0.8312,0.1836,0.3057,4.7121,4.8209,5.4711,6.4282,7.1307,8.2413,17.6887,22.3646,25.1762,27.7229,28.8432,27.8388,23.5855,25.4998,25.2203,26.5156,27.6638,32.5568,30.5311,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479,29.9479"
EP00275,C1_variability,23,CHANNEL_DROPOUT,"1.2810,0.8295,0.9762,0.5808,0.6540,0.5582,0.2048,0.2404,1.4894,1.6536,1.6764,1.2547,0.4343,0.4849,0.4020,0.2533,0.0000,0.4310,1.9145,2.4166,4.5405,6.9310,16.0082,16.7857,15.0394,12.9642,16.6667,20.0521,30.9240,73.7806,85.1829,98.9577,108.6285,109.8738,100.5412,105.7387,113.6852,116.2647,116.6440,119.6063,120.7771,118.2343,116.3885,113.1609,106.1756,103.8687,104.1704,104.1203,104.1160,103.2061,103.5824,104.3443,104.3323,103.7030,103.3605"
EP00275,C2_covariance,23,CHANNEL_DROPOUT,"0.4425,0.4157,0.4760,0.5929,0.4385,0.4425,0.4173,0.2680,0.2483,0.1933,0.1193,0.0357,0.3113,0.4120,0.1244,0.0344,0.1488,0.0346,3.0303,8.3321,12.1517,16.2290,16.2743,16.3169,12.6247,15.0138,17.0081,19.0716,29.1501,32.7822,35.2056,37.5216,38.3375,35.9968,29.5849,31.0300,33.5929,34.9731,35.9494,36.4114,35.2943,33.6612,30.3731,28.7564,22.8936,15.2040,15.5399,15.9247,15.7306,15.5684,15.5534,15.7583,15.5736,15.2649,15.2518"
EP00275,C3_both,23,CHANNEL_DROPOUT,"1.2810,0.8295,0.9762,0.5929,0.6540,0.5582,0.4173,0.2680,1.4894,1.6536,1.6764,1.2547,0.4343,0.4849,0.4020,0.2533,0.1488,0.4310,3.0303,8.3321,12.1517,16.2290,16.2743,16.7857,15.0394,15.0138,17.0081,20.0521,30.9240,73.7806,85.1829,98.9577,108.6285,109.8738,100.5412,105.7387,113.6852,116.2647,116.6440,119.6063,120.7771,118.2343,116.3885,113.1609,106.1756,103.8687,104.1704,104.1203,104.1160,103.2061,103.5824,104.3443,104.3323,103.7030,103.3605"
EP00276,C1_variability,16,CHANNEL_DROPOUT,"1.1201,0.8509,0.9730,0.6440,0.7049,0.6252,0.0095,0.0392,1.0783,1.2149,1.2339,0.8830,0.2004,0.1540,0.3776,0.2918,0.5377,1.1372,1.2892,1.1832,1.4054,1.7325,6.3256,6.4708,6.8580,7.1160,6.7587,6.8312,9.6137,13.0647,15.0485,15.5463,15.2672,12.5610,11.3224,11.7738,12.2933,13.8081,13.8522,15.2497,15.7472,15.6362,14.3842,13.2944,7.3578,3.9062,4.1667,4.4271,4.4271,4.4271,4.6875,4.9479,4.9479,4.9479,5.6397"
EP00276,C2_covariance,16,CHANNEL_DROPOUT,"0.1788,0.0841,0.1447,0.2624,0.1071,0.1111,0.7545,0.6042,0.5844,0.4895,0.3344,0.2985,0.0919,0.2200,0.0284,0.1586,0.2754,0.2557,0.7069,0.5633,0.8216,0.9081,1.5753,1.5339,1.4447,1.4167,0.4935,1.1051,15.2388,19.5416,22.8975,25.2174,25.7352,26.7577,22.4040,24.6921,25.6078,24.1904,24.5754,24.8969,23.9127,22.1745,18.3904,16.1366,16.0910,1.4480,1.6791,2.8272,2.1955,2.0108,1.6620,1.0802,1.2780,1.5806,1.7290"
EP00276,C3_both,16,CHANNEL_DROPOUT,"1.1201,0.8509,0.9730,0.6440,0.7049,0.6252,0.7545,0.6042,1.0783,1.2149,1.2339,0.8830,0.2004,0.2200,0.3776,0.2918,0.5377,1.1372,1.2892,1.1832,1.4054,1.7325,6.3256,6.4708,6.8580,7.1160,6.7587,6.8312,15.2388,19.5416,22.8975,25.2174,25.7352,26.7577,22.4040,24.6921,25.6078,24.1904,24.5754,24.8969,23.9127,22.1745,18.3904,16.1366,16.0910,3.9062,4.1667,4.4271,4.4271,4.4271,4.6875,4.9479,4.9479,4.9479,5.6397"
EP00277,C1_variability,27,CHANNEL_DROPOUT,"1.0752,0.7374,0.7949,0.4729,0.5326,0.4545,0.1667,0.1958,1.2128,1.3465,1.3650,1.0216,0.3536,0.3948,0.3273,0.2063,0.0000,0.1980,0.4736,0.5414,0.6745,0.8208,6.1574,6.3825,6.8906,7.5035,7.6712,7.9990,9.5107,13.2619,14.0870,15.0320,14.8668,12.9146,12.4729,13.7275,14.5263,15.3379,15.6624,17.1821,17.6367,17.7089,16.6939,18.2292,19.7917,21.3542,22.3958,23.4375,24.2188,25.2604,25.7812,26.5625,27.3438,27.6042,29.9479"
EP00277,C2_covariance,27,CHANNEL_DROPOUT,"0.4242,0.3974,0.4577,0.5746,0.4202,0.4242,0.4360,0.2865,0.2669,0.0000,0.0896,0.0172,0.5321,0.5992,0.1181,0.0528,0.1674,0.1357,0.0343,0.0783,0.0014,0.0796,0.3616,0.6627,2.3649,2.6695,2.2231,2.6345,15.0878,19.4638,22.6140,25.5532,26.8569,26.3587,25.4945,26.4109,27.0018,26.7649,26.3961,27.5362,26.4213,24.3645,20.4590,17.6554,16.9802,5.3391,5.5091,5.6804,5.9264,6.8325,7.0380,7.7136,7.5724,6.8321,6.9706"
EP00277,C3_both,27,CHANNEL_DROPOUT,"1.0752,0.7374,0.7949,0.5746,0.5326,0.4545,0.4360,0.2865,1.2128,1.3465,1.3650,1.0216,0.5321,0.5992,0.3273,0.2063,0.1674,0.1980,0.4736,0.5414,0.6745,0.8208,6.1574,6.3825,6.8906,7.5035,7.6712,7.9990,15.0878,19.4638,22.6140,25.5532,26.8569,26.3587,25.4945,26.4109,27.0018,26.7649,26.3961,27.5362,26.4213,24.3645,20.4590,18.2292,19.7917,21.3542,22.3958,23.4375,24.2188,25.2604,25.7812,26.5625,27.3438,27.6042,29.9479"
EP00278,C1_variability,27,CHANNEL_DROPOUT,"1.1154,0.7051,0.7949,0.4729,0.5326,0.4545,0.1667,0.1958,1.2128,1.3465,1.3650,1.0216,0.3536,0.3948,0.3273,0.2063,0.0000,0.1980,0.4736,0.5414,0.6745,0.8880,6.5379,7.3125,8.5724,10.0182,10.9722,9.5637,10.1244,12.5504,17.4519,19.1353,21.1567,20.8584,19.4020,29.2619,37.0858,44.2641,56.2026,55.9423,65.2915,62.8525,58.2931,60.3160,55.6723,38.5417,41.9271,62.3926,68.9314,69.2198,72.2910,77.9854,87.3130,104.7002,114.9586"
EP00278,C2_covariance,27,CHANNEL_DROPOUT,"0.4425,0.4157,0.4760,0.5929,0.4385,0.4425,0.4173,0.2680,0.2483,0.0184,0.0000,0.0357,0.4658,0.5083,0.1244,0.0344,0.1488,0.1172,0.0179,0.0967,0.0175,0.0518,1.5519,3.0891,5.3032,7.4794,7.1200,5.1946,17.3570,22.5039,27.1068,30.0726,31.3866,30.8394,26.3349,30.1546,30.5108,31.8304,31.7418,31.8875,32.9552,32.0829,29.1963,28.0383,21.6004,13.2819,13.3253,15.4138,16.9904,17.9237,18.8505,18.6969,17.4751,17.7264,17.0381"
EP00278,C3_both,27,CHANNEL_DROPOUT,"1.1154,0.7051,0.7949,0.5929,0.5326,0.4545,0.4173,0.2680,1.2128,1.3465,1.3650,1.0216,0.4658,0.5083,0.3273,0.2063,0.1488,0.1980,0.4736,0.5414,0.6745,0.8880,6.5379,7.3125,8.5724,10.0182,10.9722,9.5637,17.3570,22.5039,27.1068,30.0726,31.3866,30.8394,26.3349,30.1546,37.0858,44.2641,56.2026,55.9423,65.2915,62.8525,58.2931,60.3160,55.6723,38.5417,41.9271,62.3926,68.9314,69.2198,72.2910,77.9854,87.3130,104.7002,114.9586"
EP00279,C1_variability,30,GAIN_DRIFT,"0.8084,0.5026,0.3473,0.0074,0.0554,0.0074,0.5075,0.5309,1.3495,1.4571,1.4721,1.1956,0.6579,0.6911,0.6367,0.5393,0.3733,0.5326,0.7545,0.8090,0.1697,0.2874,4.5368,4.5651,4.7464,4.9266,4.7627,4.6987,11.0186,16.4766,18.4809,19.9708,23.8076,23.6966,21.6460,24.2531,23.5625,24.6605,24.0889,23.8463,23.0823,22.0489,19.9837,19.0220,15.4010,11.4818,11.4555,11.1940,11.2621,11.1992,11.1472,11.7140,12.0748,11.2332,10.7013"
EP00279,C2_covariance,30,GAIN_DRIFT,"0.4247,0.3979,0.4582,0.5751,0.4207,0.4247,0.4355,0.2860,0.2664,0.0767,0.1991,0.0177,0.5403,0.6626,0.1895,0.0523,0.1669,0.1352,0.0338,0.0788,0.0040,0.0211,0.3041,0.1737,0.2890,0.1876,4.2490,12.1604,20.3992,25.4584,27.4594,27.4760,26.5903,29.1920,24.9812,26.7304,27.9203,24.4314,24.9188,25.2030,24.2035,22.3959,18.3845,16.2079,17.1503,1.2285,0.6550,1.7927,1.3277,1.2674,0.9336,0.1427,0.5917,0.4132,0.7655"
EP00279,C3_both,30,GAIN_DRIFT,"0.8084,0.5026,0.4582,0.5751,0.4207,0.4247,0.5075,0.5309,1.3495,1.4571,1.4721,1.1956,0.6579,0.6911,0.6367,0.5393,0.3733,0.5326,0.7545,0.8090,0.1697,0.2874,4.5368,4.5651,4.7464,4.9266,4.7627,12.1604,20.3992,25.4584,27.4594,27.4760,26.5903,29.1920,24.9812,26.7304,27.9203,24.6605,24.9188,25.2030,24.2035,22.3959,19.9837,19.0220,17.1503,11.4818,11.4555,11.1940,11.2621,11.1992,11.1472,11.7140,12.0748,11.2332,10.7013"
EP00280,C1_variability,21,GAIN_DRIFT,"1.0491,0.5642,0.6553,0.2737,0.3444,0.2519,0.4842,0.5186,1.7237,1.8821,1.9041,1.4972,0.7056,0.7545,0.6745,0.5212,0.4519,3.4882,10.1312,17.1149,22.2160,22.4239,21.7086,25.6697,33.0738,33.5775,32.6136,32.1312,40.4976,43.1277,46.5350,49.1315,47.8776,47.4449,41.4948,43.3573,45.4518,46.1054,47.4890,49.2759,49.8781,47.2446,44.6546,43.1850,37.0842,30.1279,31.3084,31.7686,31.2198,30.8123,30.5834,31.9393,31.0444,29.4583,31.1864"
EP00280,C2_covariance,21,GAIN_DRIFT,"0.4242,0.3974,0.4577,0.5746,0.4202,0.4242,0.4360,0.2865,0.2669,0.2759,0.2362,0.0172,0.2856,0.2368,0.1060,0.0385,3.6239,10.8825,12.9767,17.8183,19.2796,16.9232,12.1779,6.0469,0.8854,0.7135,0.4982,0.8240,16.3114,20.4348,24.0188,26.3057,26.7679,27.1516,24.7829,26.0373,27.3260,24.6588,25.1495,25.7323,25.0608,23.4098,19.6220,17.4460,17.1696,1.2645,1.2359,2.2319,2.2251,1.7053,1.3434,1.0487,1.3473,1.0595,1.3658"
EP00280,C3_both,21,GAIN_DRIFT,"1.0491,0.5642,0.6553,0.5746,0.4202,0.4242,0.4842,0.5186,1.7237,1.8821,1.9041,1.4972,0.7056,0.7545,0.6745,0.5212,3.6239,10.8825,12.9767,17.8183,22.2160,22.4239,21.7086,25.6697,33.0738,33.5775,32.6136,32.1312,40.4976,43.1277,46.5350,49.1315,47.8776,47.4449,41.4948,43.3573,45.4518,46.1054,47.4890,49.2759,49.8781,47.2446,44.6546,43.1850,37.0842,30.1279,31.3084,31.7686,31.2198,30.8123,30.5834,31.9393,31.0444,29.4583,31.1864"
EP00281,C1_variability,24,GAIN_DRIFT,"1.1374,0.8442,0.9772,0.6189,0.6853,0.5984,0.0927,0.1251,1.2566,1.4053,1.4260,1.0439,0.3007,0.3465,0.2714,0.1367,0.0927,0.2034,0.4323,5.6304,18.7276,39.3943,64.7274,83.1915,95.1356,82.0670,65.0709,81.0561,93.1056,93.8631,95.4273,94.2007,93.9839,89.9441,87.5563,87.4343,87.7329,90.9917,90.6550,94.3478,94.2773,96.2814,96.1669,95.8736,90.6577,84.7447,85.6440,87.4883,85.7195,84.7724,83.9433,83.8350,82.7027,82.3064,82.1335"
EP00281,C2_covariance,24,GAIN_DRIFT,"0.4595,0.4327,0.4930,0.6098,0.4555,0.4596,0.4000,0.2507,0.2310,0.3930,0.3721,0.0528,0.3211,0.2722,0.1416,0.0172,0.1316,0.1000,0.3955,11.2754,24.2947,33.3769,40.6475,43.4500,42.9947,39.6658,30.6188,15.0973,27.6549,32.0256,34.7658,35.5386,34.1513,28.6793,26.9533,25.8291,26.7317,30.5362,31.1201,34.2241,35.1928,34.6530,31.6514,29.8245,20.8872,11.7711,13.0426,13.8188,13.5013,13.5872,13.8992,13.5694,13.7424,13.7298,14.7349"
EP00281,C3_both,24,GAIN_DRIFT,"1.1374,0.8442,0.9772,0.6189,0.6853,0.5984,0.4000,0.2507,1.2566,1.4053,1.4260,1.0439,0.3211,0.3465,0.2714,0.1367,0.1316,0.2034,0.4323,11.2754,24.2947,39.3943,64.7274,83.1915,95.1356,82.0670,65.0709,81.0561,93.1056,93.8631,95.4273,94.2007,93.9839,89.9441,87.5563,87.4343,87.7329,90.9917,90.6550,94.3478,94.2773,96.2814,96.1669,95.8736,90.6577,84.7447,85.6440,87.4883,85.7195,84.7724,83.9433,83.8350,82.7027,82.3064,82.1335"
EP00282,C1_variability,19,GAIN_DRIFT,"1.3942,1.3600,1.0441,0.6945,0.7592,0.6745,0.0000,0.0315,1.1358,1.2809,1.3011,0.9282,0.2029,0.2454,0.1574,0.0018,0.2327,0.8918,1.7566,1.8641,2.8888,4.1663,7.2156,7.2730,7.4966,8.2794,9.2859,10.5939,16.5831,19.3223,22.0052,24.2662,25.0678,23.5497,21.1953,23.2375,24.9633,24.5416,23.3490,25.8068,24.4305,22.3959,21.6201,20.3589,18.0032,12.3823,11.6057,12.7428,12.9907,12.9979,12.6490,12.3507,12.6836,11.8842,12.8465"
EP00282,C2_covariance,19,GAIN_DRIFT,"0.4071,0.3803,0.4406,0.5576,0.4031,0.4071,0.4533,0.3039,0.2842,0.3285,0.2945,0.0000,0.2685,0.3463,0.1075,0.0709,0.2373,0.5045,1.4907,1.1208,2.0529,0.8241,1.6269,2.4929,1.9408,3.0824,1.1596,1.6663,16.8755,20.0111,23.3929,25.6404,26.2093,29.2086,25.1609,26.7505,27.9774,24.4288,24.9734,25.2896,24.2990,22.5040,18.6166,16.8313,18.3046,1.2056,1.3449,2.5724,2.0243,1.8405,1.4628,0.8053,1.0001,0.9661,1.1447"
EP00282,C3_both,19,GAIN_DRIFT,"1.3942,1.3600,1.0441,0.6945,0.7592,0.6745,0.4533,0.3039,1.1358,1.2809,1.3011,0.9282,0.2685,0.3463,0.1574,0.0709,0.2373,0.8918,1.7566,1.8641,2.8888,4.1663,7.2156,7.2730,7.4966,8.2794,9.2859,10.5939,16.8755,20.0111,23.3929,25.6404,26.2093,29.2086,25.1609,26.7505,27.9774,24.5416,24.9734,25.8068,24.4305,22.5040,21.6201,20.3589,18.3046,12.3823,11.6057,12.7428,12.9907,12.9979,12.6490,12.3507,12.6836,11.8842,12.8465"
EP00283,C1_variability,33,GAIN_DRIFT,"0.6903,0.5398,0.1759,0.0400,0.0000,0.0523,0.4687,0.4882,1.1699,1.2596,1.2720,1.0418,0.5940,0.6217,0.5764,0.4953,0.3570,0.4897,0.6745,0.7199,0.0951,0.1932,3.7320,3.7555,3.9066,4.0570,3.8699,3.7308,9.1011,12.5427,14.0983,15.0577,19.3180,21.8639,22.3692,27.8471,33.0887,33.6898,34.2050,38.0573,39.6816,42.8290,41.9860,41.2700,41.4372,33.4628,32.8660,34.4998,33.5584,34.0428,33.2025,34.4912,32.3235,32.4895,33.3064"
EP00283,C2_covariance,33,GAIN_DRIFT,"0.4242,0.3974,0.4577,0.5746,0.4202,0.4242,0.4360,0.2865,0.2669,0.0776,0.2129,0.0172,0.5691,0.6866,0.2013,0.0528,0.1674,0.1357,0.0343,0.0783,0.0039,0.0206,0.3222,0.1616,0.2887,0.2476,0.3895,0.1031,16.7240,20.2044,25.2698,29.0991,31.4776,31.0028,26.5277,29.2611,29.9924,30.9665,30.8074,30.0192,27.2145,23.7593,19.3491,18.4942,19.5220,0.4709,0.6073,1.7036,1.0409,1.0186,0.7813,0.6133,0.9218,0.9816,1.5241"
EP00283,C3_both,33,GAIN_DRIFT,"0.6903,0.5398,0.4577,0.5746,0.4202,0.4242,0.4687,0.4882,1.1699,1.2596,1.2720,1.0418,0.5940,0.6866,0.5764,0.4953,0.3570,0.4897,0.6745,0.7199,0.0951,0.1932,3.7320,3.7555,3.9066,4.0570,3.8699,3.7308,16.7240,20.2044,25.2698,29.0991,31.4776,31.0028,26.5277,29.2611,33.0887,33.6898,34.2050,38.0573,39.6816,42.8290,41.9860,41.2700,41.4372,33.4628,32.8660,34.4998,33.5584,34.0428,33.2025,34.4912,32.3235,32.4895,33.3064"
EP00284,C1_variability,27,GAIN_DRIFT,"1.0859,0.8826,0.7949,0.4729,0.5326,0.4545,0.1667,0.1958,1.2128,1.3465,1.3650,1.0216,0.3536,0.3948,0.3273,0.2063,0.0000,0.1980,0.4736,0.5414,0.6745,0.8231,5.8249,6.3953,8.6946,14.9760,22.9415,27.8632,41.1079,45.0384,45.8668,52.5137,56.9138,70.3731,72.8609,81.3504,83.6330,94.1082,99.4175,98.8458,97.2115,94.2228,92.1434,91.6475,87.8247,81.0880,80.9938,79.8123,79.2047,80.1748,78.1836,78.8981,78.0931,77.4779,76.3255"
EP00284,C2_covariance,27,GAIN_DRIFT,"0.4252,0.3984,0.4587,0.5756,0.4212,0.4252,0.4350,0.2855,0.2659,0.2807,0.3126,0.0182,0.3513,0.5219,0.1083,0.0518,0.1664,0.1347,0.1001,0.0793,0.0471,0.2967,3.0506,13.3348,12.5326,17.1067,19.7833,21.4959,29.8688,33.8812,37.9904,40.9459,43.3689,44.3383,39.6532,39.6935,36.3147,31.9953,29.0886,30.3894,29.9470,28.9475,25.8162,24.1056,17.2185,8.0482,8.9430,9.2789,9.0590,9.0072,8.6873,9.0452,10.4002,10.4176,11.0999"
EP00284,C3_both,27,GAIN_DRIFT,"1.0859,0.8826,0.7949,0.5756,0.5326,0.4545,0.4350,0.2855,1.2128,1.3465,1.3650,1.0216,0.3536,0.5219,0.3273,0.2063,0.1664,0.1980,0.4736,0.5414,0.6745,0.8231,5.8249,13.3348,12.5326,17.1067,22.9415,27.8632,41.1079,45.0384,45.8668,52.5137,56.9138,70.3731,72.8609,81.3504,83.6330,94.1082,99.4175,98.8458,97.2115,94.2228,92.1434,91.6475,87.8247,81.0880,80.9938,79.8123,79.2047,80.1748,78.1836,78.8981,78.0931,77.4779,76.3255"
EP00285,C1_variability,24,GAIN_DRIFT,"1.3105,0.9173,0.9626,0.6451,0.7039,0.6269,0.0143,0.0143,1.0172,1.1490,1.1673,0.8287,0.1700,0.2106,0.1440,0.0722,0.1787,0.0596,0.2892,0.3546,0.8140,0.9545,6.1268,6.1639,6.3717,6.5829,6.2712,6.0476,9.3803,12.8662,14.4198,14.6928,14.2210,11.8205,11.1625,12.8677,14.6385,15.4690,15.9719,18.8458,18.3200,18.3711,15.5299,15.1036,12.6845,11.2055,10.2022,12.0199,12.3163,11.8041,13.0347,13.0246,14.3770,14.6770,13.7888"
EP00285,C2_covariance,24,GAIN_DRIFT,"0.4084,0.3816,0.4419,0.5589,0.4044,0.4084,0.4520,0.3026,0.2829,0.2073,0.2737,0.0013,0.4570,0.5962,0.1575,0.0688,0.1834,0.1517,0.0840,0.0756,0.0995,0.3967,1.0358,1.3467,0.9072,0.7670,0.4211,0.2725,16.9070,19.5833,23.2251,25.6027,26.2737,29.0200,24.9153,26.7244,27.7536,24.5705,24.9874,25.3154,24.3670,22.6576,18.6306,16.6090,17.6584,1.0679,0.9817,2.3301,1.6401,1.7476,1.2957,0.5074,0.8198,0.6112,0.8521"
EP00285,C3_both,24,GAIN_DRIFT,"1.3105,0.9173,0.9626,0.6451,0.7039,0.6269,0.4520,0.3026,1.0172,1.1490,1.1673,0.8287,0.4570,0.5962,0.1575,0.0722,0.1834,0.1517,0.2892,0.3546,0.8140,0.9545,6.1268,6.1639,6.3717,6.5829,6.2712,6.0476,16.9070,19.5833,23.2251,25.6027,26.2737,29.0200,24.9153,26.7244,27.7536,24.5705,24.9874,25.3154,24.3670,22.6576,18.6306,16.6090,17.6584,11.2055,10.2022,12.0199,12.3163,11.8041,13.0347,13.0246,14.3770,14.6770,13.7888"
EP00286,C1_variability,32,GAIN_DRIFT,"0.7143,0.5349,0.2103,0.0215,0.0215,0.0347,0.4819,0.5028,1.2349,1.3311,1.3445,1.0973,0.6164,0.6461,0.5975,0.5104,0.3619,0.5044,0.7029,0.7516,0.1236,0.2289,4.0291,4.0544,4.2166,4.3782,4.1737,4.0204,9.1912,12.5919,14.0839,14.3502,13.9288,13.3267,13.1330,14.5878,18.1458,20.5836,21.1910,22.7402,24.3534,26.2364,26.3464,26.4857,24.5712,21.5721,22.7411,25.0565,26.1426,27.5573,28.9738,30.3151,31.3398,32.4841,34.3220"
EP00286,C2_covariance,32,GAIN_DRIFT,"0.4157,0.3888,0.4491,0.5661,0.4117,0.4157,0.4447,0.2952,0.2755,0.1241,0.2197,0.0086,0.5487,0.6754,0.2148,0.0615,0.1760,0.1444,0.0430,0.0697,0.0096,0.0120,0.3514,0.2462,0.2802,0.2390,0.3830,0.1063,16.3267,19.9282,24.0666,26.6652,27.4541,26.9145,23.9565,26.5430,26.7699,26.1459,26.4174,26.8421,25.9233,24.1662,20.4506,18.5727,15.4071,3.5651,3.8188,4.2175,3.7999,3.7046,2.8061,1.8870,1.0318,0.4000,0.7233"
EP00286,C3_both,32,GAIN_DRIFT,"0.7143,0.5349,0.4491,0.5661,0.4117,0.4157,0.4819,0.5028,1.2349,1.3311,1.3445,1.0973,0.6164,0.6754,0.5975,0.5104,0.3619,0.5044,0.7029,0.7516,0.1236,0.2289,4.0291,4.0544,4.2166,4.3782,4.1737,4.0204,16.3267,19.9282,24.0666,26.6652,27.4541,26.9145,23.9565,26.5430,26.7699,26.1459,26.4174,26.8421,25.9233,26.2364,26.3464,26.4857,24.5712,21.5721,22.7411,25.0565,26.1426,27.5573,28.9738,30.3151,31.3398,32.4841,34.3220"
EP00287,C1_variability,23,GAIN_DRIFT,"1.2946,0.8834,1.0029,0.6745,0.7353,0.6557,0.0221,0.0076,1.0449,1.1812,1.2002,0.8499,0.1685,0.2106,0.1417,0.0183,0.1921,0.0072,0.2165,0.7942,2.7100,4.8838,7.6138,9.5440,10.5753,12.1517,14.5041,16.4660,25.0213,30.0849,38.2870,42.0357,47.5796,52.1859,51.8121,55.8197,58.2915,63.1741,65.4146,65.4408,70.2955,72.5970,69.2623,68.2696,66.0817,60.3074,62.7828,64.3349,66.6202,70.3637,75.6711,77.7848,76.7810,77.5521,79.3119"
EP00287,C2_covariance,23,GAIN_DRIFT,"0.4425,0.4157,0.4760,0.5929,0.4385,0.4425,0.4173,0.2680,0.2483,0.2082,0.0906,0.0357,0.3040,0.3484,0.1244,0.0344,0.1488,0.1143,0.2840,3.1976,6.7008,13.2305,14.6560,14.0725,12.8052,12.2382,11.9401,11.6585,17.8816,22.8723,26.3930,28.7130,29.8207,29.2636,26.5720,27.1524,27.6275,29.1096,29.8600,30.4211,29.8020,28.0584,24.7522,23.2334,16.6097,8.8079,9.5113,9.6079,9.4157,7.7340,5.7439,3.9913,4.1232,4.2882,5.1134"
EP00287,C3_both,23,GAIN_DRIFT,"1.2946,0.8834,1.0029,0.6745,0.7353,0.6557,0.4173,0.2680,1.0449,1.1812,1.2002,0.8499,0.3040,0.3484,0.1417,0.0344,0.1921,0.1143,0.2840,3.1976,6.7008,13.2305,14.6560,14.0725,12.8052,12.2382,14.5041,16.4660,25.0213,30.0849,38.2870,42.0357,47.5796,52.1859,51.8121,55.8197,58.2915,63.1741,65.4146,65.4408,70.2955,72.5970,69.2623,68.2696,66.0817,60.3074,62.7828,64.3349,66.6202,70.3637,75.6711,77.7848,76.7810,77.5521,79.3119"
EP00288,C1_variability,17,GEOMETRY_ROTATION,"1.1750,0.9635,1.0594,0.8010,0.8488,0.7862,0.2875,0.2642,0.5836,0.7581,0.8375,0.4032,0.1132,0.7021,2.0558,3.4672,4.8010,5.7319,6.6221,6.4181,6.8818,6.7901,6.8820,7.2549,7.5914,7.6811,7.3181,7.0347,11.6702,15.5215,18.5678,20.8771,20.5094,16.9447,12.1348,16.0508,16.3650,17.8693,16.6580,19.5880,18.2356,18.6218,16.2702,14.3259,8.9229,6.6182,7.2625,6.7165,6.7900,6.9210,7.1311,7.2051,6.6590,6.5624,6.6223"
EP00288,C2_covariance,17,GEOMETRY_ROTATION,"0.4425,0.4157,0.4760,0.5929,0.4385,0.4425,0.4173,0.2680,0.2483,0.2561,0.0765,0.0273,0.2786,3.1417,13.4595,15.9961,15.0307,15.7242,9.7835,4.4257,3.0295,2.8137,3.1458,2.9994,2.7703,2.8659,2.6618,2.9668,17.3245,23.5105,27.5174,29.9997,30.6679,31.8811,27.3731,28.4276,30.2490,28.6769,29.0294,29.5189,28.4766,26.4997,22.1746,19.7224,17.4873,1.2383,1.8728,2.3405,2.2599,2.0748,2.1478,2.4596,2.8475,2.8323,3.0383"
EP00288,C3_both,17,GEOMETRY_ROTATION,"1.1750,0.9635,1.0594,0.8010,0.8488,0.7862,0.4173,0.2680,0.5836,0.7581,0.8375,0.4032,0.2786,3.1417,13.4595,15.9961,15.0307,15.7242,9.7835,6.4181,6.8818,6.7901,6.8820,7.2549,7.5914,7.6811,7.3181,7.0347,17.3245,23.5105,27.5174,29.9997,30.6679,31.8811,27.3731,28.4276,30.2490,28.6769,29.0294,29.5189,28.4766,26.4997,22.1746,19.7224,17.4873,6.6182,7.2625,6.7165,6.7900,6.9210,7.1311,7.2051,6.6590,6.5624,6.6223"
