day,n_episodes,mean_activity,robust_dispersion,distribution_shift,decoder_guard
2121,40,0.7967032967032966,0.9917582417582418,0.9313186813186813,0.9560439560439561
2126,40,0.38055555555555554,0.8,0.7027777777777777,0.8555555555555555
2128,40,0.7244582043343654,0.7368421052631579,0.8544891640866873,0.8637770897832817
2133,40,0.44666666666666666,0.8366666666666667,0.7666666666666667,0.84
2135,40,0.5842391304347826,0.6032608695652174,0.5869565217391305,0.5842391304347826
2149,40,0.5856777493606138,0.5524296675191815,0.7416879795396419,0.6854219948849105
