episode_id,arm,onset_w,mode,scores
EP00168,C2_covariance,14,GAIN_DRIFT,"0.1661,0.2368,0.2797,0.5295,0.5387,0.5601,0.0488,0.0523,0.2715,0.3030,0.3172,0.0488,0.3490,0.5925,0.2861,0.1795,0.3712,0.3174,0.9814,0.4517,0.3071,0.3164,0.3563,0.7619,0.7975,1.0178,1.3452,1.6566,1.2974,1.2960,1.5553,1.1721,0.6648,0.6987,0.8543,1.0377,0.9655,0.6585,0.5147,0.2674,0.8022,0.0396,0.0261"
EP00168,C3_both,14,GAIN_DRIFT,"0.3218,0.2368,0.2797,0.5295,0.5387,0.5601,0.0776,0.0767,0.2715,0.9503,3.0423,4.6230,7.2374,9.8055,13.4842,16.7095,16.2473,17.1249,16.8755,16.8814,17.2774,16.8072,16.5392,16.6127,18.3215,19.1142,18.8031,19.2294,18.8478,17.1140,17.3957,17.9266,17.4129,16.5196,16.6373,17.6790,16.6376,16.9909,17.4288,19.6387,17.7280,17.9869,18.5559"
EP00169,C1_variability,21,GAIN_DRIFT,"0.2297,0.2084,0.2463,0.1708,0.0000,0.0807,0.1220,0.1211,0.0560,0.0446,0.0772,0.2260,0.5150,0.5951,0.7591,0.7284,1.9717,6.5737,11.0967,16.6942,22.2766,34.5120,40.2547,43.0305,45.9541,45.8367,44.9599,45.2037,46.6330,45.6522,44.1427,43.9998,44.6686,43.0009,43.3024,44.8465,44.5268,45.1640,45.3331,47.2209,45.8149,45.6221,44.9067"
EP00169,C2_covariance,21,GAIN_DRIFT,"0.2712,0.3418,0.3846,0.4653,0.4487,0.4534,0.1542,0.1108,0.3800,0.4110,0.3783,0.0350,0.2893,0.5145,0.1632,0.0128,0.0601,0.2207,0.4457,0.1607,0.3057,0.3135,0.0889,0.3635,0.5112,0.8527,1.2628,1.5930,1.1752,1.1266,1.3389,1.0056,0.7656,0.5470,0.7449,0.5942,0.6295,0.2672,0.0017,0.1930,0.3116,0.4474,0.4209"
EP00169,C3_both,21,GAIN_DRIFT,"0.2712,0.3418,0.3846,0.4653,0.4487,0.4534,0.1542,0.1211,0.3800,0.4110,0.3783,0.2260,0.5150,0.5951,0.7591,0.7284,1.9717,6.5737,11.0967,16.6942,22.2766,34.5120,40.2547,43.0305,45.9541,45.8367,44.9599,45.2037,46.6330,45.6522,44.1427,43.9998,44.6686,43.0009,43.3024,44.8465,44.5268,45.1640,45.3331,47.2209,45.8149,45.6221,44.9067"
EP00170,C1_variability,26,GAIN_DRIFT,"0.2978,0.2766,0.5094,0.7604,0.1075,0.1491,0.1903,0.1894,0.1244,0.1130,0.0655,0.8070,0.3018,0.3163,0.2354,0.1872,0.1208,0.0087,0.1301,0.1061,2.5184,7.7060,11.8447,16.8565,24.8726,45.7005,80.0813,108.3404,109.0902,111.0747,108.0966,111.0877,107.9022,107.4204,106.4462,106.1196,101.2798,106.5179,107.4599,107.9787,106.6019,107.1730,106.9363"
EP00170,C2_covariance,26,GAIN_DRIFT,"0.2534,0.3240,0.3668,0.2766,0.4094,0.4715,0.1363,0.0691,0.3622,0.3933,0.3605,0.0171,0.3073,0.5326,0.1812,0.0171,0.1598,0.0322,0.7079,0.4400,0.5260,0.6978,3.4854,6.6145,8.4016,7.8834,5.4061,2.3028,2.3861,2.4103,2.2990,3.0981,2.9604,3.2694,2.8100,2.7110,2.6042,3.0788,3.4280,3.3572,3.6575,3.6743,3.6340"
EP00170,C3_both,26,GAIN_DRIFT,"0.2978,0.3240,0.5094,0.7604,0.4094,0.4715,0.1903,0.1894,0.3622,0.3933,0.3605,0.8070,0.3073,0.5326,0.2354,0.1872,0.1598,0.0322,0.7079,0.4400,2.5184,7.7060,11.8447,16.8565,24.8726,45.7005,80.0813,108.3404,109.0902,111.0747,108.0966,111.0877,107.9022,107.4204,106.4462,106.1196,101.2798,106.5179,107.4599,107.9787,106.6019,107.1730,106.9363"
EP00171,C1_variability,14,GAIN_DRIFT,"0.5799,0.1525,0.3286,0.4323,0.0562,0.0246,0.0659,0.0651,0.0041,0.5270,1.2079,2.0173,2.2280,3.1230,4.6458,5.8691,7.6291,9.5160,10.9005,12.9087,14.1805,15.5779,15.9073,17.5640,17.8691,18.2340,17.7035,18.3429,17.0467,18.8455,17.2824,18.0407,17.5283,17.4937,17.1340,17.9937,17.7465,18.0029,18.2684,18.4910,18.4367,19.2624,17.7553"
EP00171,C2_covariance,14,GAIN_DRIFT,"0.1678,0.2385,0.2815,0.5180,0.5263,0.5583,0.0505,0.0505,0.2754,0.3170,0.2927,0.0594,0.3834,0.5977,0.2478,0.0997,0.2356,0.3058,1.0109,0.4420,0.4177,0.3823,0.4337,0.7912,0.7743,1.0294,1.3008,1.6395,1.1995,1.2524,1.4851,1.1027,0.5520,0.6608,0.8452,1.0706,1.0187,0.7198,0.5639,0.3384,0.8306,0.0168,0.0288"
EP00171,C3_both,14,GAIN_DRIFT,"0.5799,0.2385,0.3286,0.5180,0.5263,0.5583,0.0659,0.0651,0.2754,0.5270,1.2079,2.0173,2.2280,3.1230,4.6458,5.8691,7.6291,9.5160,10.9005,12.9087,14.1805,15.5779,15.9073,17.5640,17.8691,18.2340,17.7035,18.3429,17.0467,18.8455,17.2824,18.0407,17.5283,17.4937,17.1340,17.9937,17.7465,18.0029,18.2684,18.4910,18.4367,19.2624,17.7553"
EP00172,C1_variability,22,GAIN_DRIFT,"0.3244,0.3032,0.4779,0.6457,0.0952,0.1757,0.2169,0.2160,0.1510,0.1397,0.1519,0.1304,0.5498,0.6429,0.7785,0.7833,0.2307,0.4092,2.2795,3.9058,6.3398,9.9092,15.5241,19.9037,24.2698,29.7769,34.0123,36.7053,40.8589,42.4295,45.7149,45.8042,47.3802,48.6453,47.3442,48.2493,47.1629,48.0281,46.3587,47.4724,46.2911,47.2362,46.8380"
EP00172,C2_covariance,22,GAIN_DRIFT,"0.1615,0.2322,0.2752,0.7558,0.7433,0.5647,0.3134,0.2876,0.2705,0.3017,0.2689,0.0752,0.4002,0.6259,0.2739,0.1095,0.2512,0.0442,0.7248,0.4352,0.5580,0.5766,0.4991,0.8906,0.7378,1.0721,1.5265,1.8268,1.3957,1.3126,1.4177,0.9350,0.5185,0.7671,1.0270,1.0600,1.1612,0.6556,0.6013,0.5303,1.1880,0.2184,0.2134"
EP00172,C3_both,22,GAIN_DRIFT,"0.3244,0.3032,0.4779,0.7558,0.7433,0.5647,0.3134,0.2876,0.2705,0.3017,0.2689,0.1304,0.5498,0.6429,0.7785,0.7833,0.2512,0.4092,2.2795,3.9058,6.3398,9.9092,15.5241,19.9037,24.2698,29.7769,34.0123,36.7053,40.8589,42.4295,45.7149,45.8042,47.3802,48.6453,47.3442,48.2493,47.1629,48.0281,46.3587,47.4724,46.2911,47.2362,46.8380"
EP00173,C1_variability,27,GAIN_DRIFT,"0.5030,0.5206,0.9778,1.1619,0.5685,0.3628,0.1989,0.1980,0.1330,0.1216,0.2687,0.3555,0.5024,0.3076,0.2315,0.2318,0.1122,0.0173,0.1387,0.1147,0.1706,1.0839,3.2244,9.1961,16.5844,26.1772,36.6324,51.4526,58.7417,72.7624,85.6141,96.7912,104.5652,108.4376,109.7024,112.3360,110.7417,109.9077,107.4462,109.1381,108.7600,108.2183,107.9976"
EP00173,C2_covariance,27,GAIN_DRIFT,"0.0014,0.0709,0.1432,0.6495,0.6662,0.7286,0.1459,0.2191,0.1094,0.1406,0.1077,0.2375,0.5636,0.7900,0.4368,0.2719,0.4153,0.2223,0.7025,0.1876,0.2715,0.2627,0.2541,0.6422,0.4221,0.2480,0.0237,1.0816,2.6330,3.7392,3.2467,1.7678,2.4072,2.1726,1.6804,1.3328,1.3450,1.4780,1.3691,1.6510,1.8919,1.9504,1.9696"
EP00173,C3_both,27,GAIN_DRIFT,"0.5030,0.5206,0.9778,1.1619,0.6662,0.7286,0.1989,0.2191,0.1330,0.1406,0.2687,0.3555,0.5636,0.7900,0.4368,0.2719,0.4153,0.2223,0.7025,0.1876,0.2715,1.0839,3.2244,9.1961,16.5844,26.1772,36.6324,51.4526,58.7417,72.7624,85.6141,96.7912,104.5652,108.4376,109.7024,112.3360,110.7417,109.9077,107.4462,109.1381,108.7600,108.2183,107.9976"
EP00174,C1_variability,15,GAIN_DRIFT,"0.1860,0.1647,0.3093,0.4082,0.0439,0.0369,0.0782,0.0773,0.0121,0.1886,0.7186,0.7472,1.6561,1.7506,2.0326,2.7866,4.1483,4.3915,4.8859,5.0055,5.8277,6.1595,6.6743,7.2513,8.5434,9.6066,9.9046,11.3541,12.6469,12.3664,12.0206,12.9202,12.0898,12.8205,13.6934,15.6908,16.3178,16.3436,17.2308,17.3012,16.8112,15.8020,16.5920"
EP00174,C2_covariance,15,GAIN_DRIFT,"0.2181,0.2888,0.3317,0.4712,0.4687,0.5072,0.1010,0.0045,0.3270,0.3591,0.3253,0.0209,0.3427,0.5642,0.2057,0.0253,0.1668,0.2357,1.0117,0.4504,0.5314,0.5258,0.5432,0.9162,0.8927,1.1472,1.4240,1.7769,1.3604,1.2698,1.4932,1.0739,0.6556,0.7626,0.9400,1.1551,1.0785,0.7985,0.6730,0.4465,0.6807,0.0901,0.1464"
EP00174,C3_both,15,GAIN_DRIFT,"0.2181,0.2888,0.3317,0.4712,0.4687,0.5072,0.1010,0.0773,0.3270,0.3591,0.7186,0.7472,1.6561,1.7506,2.0326,2.7866,4.1483,4.3915,4.8859,5.0055,5.8277,6.1595,6.6743,7.2513,8.5434,9.6066,9.9046,11.3541,12.6469,12.3664,12.0206,12.9202,12.0898,12.8205,13.6934,15.6908,16.3178,16.3436,17.2308,17.3012,16.8112,15.8020,16.5920"
EP00175,C1_variability,16,GAIN_DRIFT,"0.1865,0.1653,0.3406,0.4735,0.0433,0.0374,0.0787,0.0779,0.0127,0.0013,0.2587,0.5914,1.1686,1.3934,2.7226,3.8854,5.4841,6.4917,8.5092,10.1018,11.4691,13.4765,15.5931,17.0389,19.6966,21.7031,23.5767,25.1828,28.3159,28.7325,30.9547,33.0054,34.2692,35.9054,37.6564,40.2561,42.5843,44.7289,47.0030,47.2456,46.0954,45.0097,47.2536"
EP00175,C2_covariance,16,GAIN_DRIFT,"0.2246,0.2952,0.3381,0.4790,0.4697,0.5007,0.1074,0.0786,0.3334,0.3645,0.3314,0.0064,0.3311,0.5464,0.2175,0.0627,0.1656,0.2636,1.1457,0.6501,0.5523,0.5574,0.5724,0.9969,0.8978,1.1397,1.3996,1.7119,1.1958,1.0478,1.1541,0.6696,0.5434,0.5768,0.7863,0.9503,1.2679,0.8439,0.8954,1.2152,1.5263,0.8351,0.3324"
EP00175,C3_both,16,GAIN_DRIFT,"0.2246,0.2952,0.3406,0.4790,0.4697,0.5007,0.1074,0.0786,0.3334,0.3645,0.3314,0.5914,1.1686,1.3934,2.7226,3.8854,5.4841,6.4917,8.5092,10.1018,11.4691,13.4765,15.5931,17.0389,19.6966,21.7031,23.5767,25.1828,28.3159,28.7325,30.9547,33.0054,34.2692,35.9054,37.6564,40.2561,42.5843,44.7289,47.0030,47.2456,46.0954,45.0097,47.2536"
EP00176,C1_variability,13,GAIN_DRIFT,"0.1585,0.1373,0.1752,0.2161,0.1158,0.0094,0.0507,0.0562,0.7072,1.4809,3.0067,5.1194,8.0972,11.2486,13.5603,16.4772,19.6986,23.4439,24.1300,30.1493,34.2777,36.9914,40.6291,44.0941,43.6809,46.0581,50.6024,55.4507,59.0843,62.0079,70.0702,72.3879,74.0782,75.8041,78.9294,85.1522,86.9275,87.8262,91.3870,96.4571,97.7598,96.4642,97.1495"
EP00176,C2_covariance,13,GAIN_DRIFT,"0.1174,0.1882,0.2312,0.6751,0.6943,0.6094,0.0077,0.1006,0.2464,0.3174,0.2574,0.1059,0.4667,0.7211,0.4209,0.2679,0.4850,0.5874,1.2010,1.0490,0.7858,0.6890,0.6448,0.2341,0.2182,0.3986,0.4542,1.1011,1.3141,1.0826,0.5627,0.3733,0.7384,0.8512,0.7462,0.7008,1.0792,1.4916,1.8501,2.2622,2.3207,2.5734,2.4138"
EP00176,C3_both,13,GAIN_DRIFT,"0.1585,0.1882,0.2312,0.6751,0.6943,0.6094,0.0507,0.1006,0.7072,1.4809,3.0067,5.1194,8.0972,11.2486,13.5603,16.4772,19.6986,23.4439,24.1300,30.1493,34.2777,36.9914,40.6291,44.0941,43.6809,46.0581,50.6024,55.4507,59.0843,62.0079,70.0702,72.3879,74.0782,75.8041,78.9294,85.1522,86.9275,87.8262,91.3870,96.4571,97.7598,96.4642,97.1495"
EP00177,C1_variability,21,GEOMETRY_ROTATION,"0.4995,0.0876,0.4179,0.5343,0.1214,0.0405,0.0009,0.0000,0.0653,0.0767,0.1988,0.3480,0.4931,0.5076,0.5280,1.9364,1.8192,3.0352,4.7093,5.8604,5.7934,6.9552,7.3984,6.9401,7.9357,7.5859,8.6092,8.6009,8.3842,8.1915,8.7077,8.6336,8.7382,8.8586,9.5779,8.3793,8.2418,8.5701,7.8237,7.8560,7.0485,7.9913,7.5046"
EP00177,C2_covariance,21,GEOMETRY_ROTATION,"0.3872,0.4576,0.5003,0.0429,0.2739,0.3357,0.2704,0.1698,0.4957,0.5267,0.4940,0.1515,0.1720,0.3967,0.0463,0.1133,0.3777,1.2681,2.5771,3.6228,4.7278,5.7303,6.7597,6.5481,6.5513,6.2255,6.0538,5.7857,6.3821,6.5843,6.4873,7.0235,7.0625,6.8215,6.6705,6.4952,6.4551,6.6362,6.8934,7.1211,7.2256,7.3452,7.4654"
EP00177,C3_both,21,GEOMETRY_ROTATION,"0.4995,0.4576,0.5003,0.5343,0.2739,0.3357,0.2704,0.1698,0.4957,0.5267,0.4940,0.3480,0.4931,0.5076,0.5280,1.9364,1.8192,3.0352,4.7093,5.8604,5.7934,6.9552,7.3984,6.9401,7.9357,7.5859,8.6092,8.6009,8.3842,8.1915,8.7077,8.6336,8.7382,8.8586,9.5779,8.3793,8.2418,8.5701,7.8237,7.8560,7.2256,7.9913,7.5046"
EP00178,C1_variability,24,GEOMETRY_ROTATION,"0.4214,0.2168,0.6922,0.8920,0.2645,0.0811,0.0593,0.0584,0.0068,0.0181,0.1401,0.2891,0.4341,0.4486,0.3675,0.2368,0.2526,0.1228,0.3500,2.2610,3.5405,4.4543,5.7987,7.1966,8.3028,9.5436,10.0833,10.1684,9.9268,9.7810,10.1038,9.6864,9.5911,9.5688,9.6660,9.8819,9.8438,9.9616,9.9736,9.9317,9.9488,10.0184,9.8720"
EP00178,C2_covariance,24,GEOMETRY_ROTATION,"0.3288,0.3993,0.4421,0.3693,0.3464,0.3949,0.2119,0.1112,0.4375,0.4685,0.4358,0.0929,0.2310,0.4559,0.1051,0.0588,0.0837,0.1080,0.6902,0.2040,3.0988,5.2440,7.1699,8.6385,10.3928,12.3416,13.0310,12.6680,12.9986,12.9603,13.3961,13.8653,14.0947,14.2473,13.7592,13.7447,13.5595,13.6485,13.6373,14.0631,14.1705,14.1138,14.1296"
EP00178,C3_both,24,GEOMETRY_ROTATION,"0.4214,0.3993,0.6922,0.8920,0.3464,0.3949,0.2119,0.1112,0.4375,0.4685,0.4358,0.2891,0.4341,0.4559,0.3675,0.2368,0.2526,0.1228,0.6902,2.2610,3.5405,5.2440,7.1699,8.6385,10.3928,12.3416,13.0310,12.6680,12.9986,12.9603,13.3961,13.8653,14.0947,14.2473,13.7592,13.7447,13.5595,13.6485,13.6373,14.0631,14.1705,14.1138,14.1296"
EP00179,C1_variability,24,GEOMETRY_ROTATION,"0.2793,0.1403,0.5159,0.7512,0.1087,0.0124,0.0537,0.1559,0.0124,0.0238,0.1458,0.2948,0.4397,0.4542,0.3732,0.2424,0.2583,0.1284,2.0042,2.8999,4.1884,6.1584,7.7427,11.3589,20.9738,27.5646,22.8830,22.9408,22.7718,22.7426,22.8591,22.7662,22.8028,22.6665,22.7243,22.7880,22.7414,22.7287,22.6932,22.7251,22.7445,22.8550,22.8839"
EP00179,C2_covariance,24,GEOMETRY_ROTATION,"0.3909,0.4613,0.5041,0.1739,0.2700,0.3319,0.2742,0.1736,0.4995,0.5304,0.4978,0.1553,0.1682,0.3928,0.0425,0.1212,0.0211,0.1704,0.6168,3.8927,8.0392,12.9021,13.8999,15.9307,19.8201,20.7764,21.2925,20.8651,21.3366,21.3998,21.4059,22.2239,22.1234,22.1035,22.2061,22.2088,22.0321,22.2130,22.3613,22.3698,22.5763,22.5494,22.4589"
EP00179,C3_both,24,GEOMETRY_ROTATION,"0.3909,0.4613,0.5159,0.7512,0.2700,0.3319,0.2742,0.1736,0.4995,0.5304,0.4978,0.2948,0.4397,0.4542,0.3732,0.2424,0.2583,0.1704,2.0042,3.8927,8.0392,12.9021,13.8999,15.9307,20.9738,27.5646,22.8830,22.9408,22.7718,22.7426,22.8591,22.7662,22.8028,22.6665,22.7243,22.7880,22.7414,22.7287,22.6932,22.7251,22.7445,22.8550,22.8839"
EP00180,C1_variability,25,GEOMETRY_ROTATION,"0.3167,0.3318,0.8270,1.0494,0.4045,0.2411,0.0603,0.0594,0.0058,0.0171,0.3225,0.2881,0.4331,0.4476,0.3665,0.2358,0.2516,0.1218,0.0000,0.2898,1.2995,2.3058,2.6014,3.4289,4.2625,4.9517,5.9216,6.6809,7.0753,7.6901,7.6132,7.7815,7.8713,8.1523,7.5349,7.1173,7.5143,7.5289,6.8294,6.7502,6.3883,6.5948,6.7061"
EP00180,C2_covariance,25,GEOMETRY_ROTATION,"0.1228,0.1936,0.2366,0.6849,0.6830,0.6040,0.2667,0.2316,0.2319,0.2631,0.2302,0.1141,0.4394,0.6652,0.3129,0.1484,0.2914,0.0989,0.6443,0.3132,0.3592,0.2787,0.0000,0.2631,0.6535,1.2331,2.0534,2.9224,4.0613,4.7215,5.2050,6.0777,6.2255,6.5030,6.4458,6.4246,6.2854,6.5749,6.7383,6.7478,6.6784,6.6235,6.6983"
EP00180,C3_both,25,GEOMETRY_ROTATION,"0.3167,0.3318,0.8270,1.0494,0.6830,0.6040,0.2667,0.2316,0.2319,0.2631,0.3225,0.2881,0.4394,0.6652,0.3665,0.2358,0.2914,0.1218,0.6443,0.3132,1.2995,2.3058,2.6014,3.4289,4.2625,4.9517,5.9216,6.6809,7.0753,7.6901,7.6132,7.7815,7.8713,8.1523,7.5349,7.1173,7.5143,7.5289,6.8294,6.7502,6.6784,6.6235,6.7061"
EP00181,C1_variability,17,GEOMETRY_ROTATION,"0.6134,0.0573,0.0952,0.1097,0.1518,0.0709,0.0295,0.0303,0.0957,0.1071,0.2293,0.9457,1.7977,2.5095,4.2427,4.9290,5.8113,7.4148,8.3352,9.0954,9.3200,10.6506,9.9180,10.2200,10.2460,9.5658,9.9107,9.9847,9.8073,11.2421,10.9589,11.2219,9.7573,10.4660,10.6844,9.6004,9.6808,9.7859,10.3309,10.7210,10.0808,9.9392,9.8003"
EP00181,C2_covariance,17,GEOMETRY_ROTATION,"0.2282,0.2988,0.3416,0.2627,0.4350,0.4971,0.1110,0.1613,0.3370,0.3681,0.3353,0.0000,0.4491,0.9601,1.3352,1.9824,3.8988,5.2008,6.7031,7.9075,9.3987,10.1165,11.1579,11.4818,12.0764,12.3462,12.6642,12.3736,12.7326,12.8251,12.8731,13.4344,13.0760,13.1256,12.7992,12.8882,13.0327,13.3742,13.5759,13.5046,13.8987,14.0318,13.9788"
EP00181,C3_both,17,GEOMETRY_ROTATION,"0.6134,0.2988,0.3416,0.2627,0.4350,0.4971,0.1110,0.1613,0.3370,0.3681,0.3353,0.9457,1.7977,2.5095,4.2427,4.9290,5.8113,7.4148,8.3352,9.0954,9.3987,10.6506,11.1579,11.4818,12.0764,12.3462,12.6642,12.3736,12.7326,12.8251,12.8731,13.4344,13.0760,13.1256,12.7992,12.8882,13.0327,13.3742,13.5759,13.5046,13.8987,14.0318,13.9788"
EP00182,C1_variability,13,GEOMETRY_ROTATION,"0.0030,0.0213,0.0576,0.1885,0.2307,0.1496,0.1082,0.1072,1.8346,3.4345,5.5170,5.9650,7.3630,8.4445,10.5497,9.7858,10.8376,12.1727,13.6507,15.0896,16.4710,18.1378,21.2252,22.2142,22.0722,22.5216,22.6943,22.6959,22.6228,24.2176,22.5298,22.3325,24.6440,22.2908,22.3890,22.4387,22.5701,22.7049,22.7285,22.6417,22.7104,22.7609,22.7136"
EP00182,C2_covariance,13,GEOMETRY_ROTATION,"0.3872,0.4576,0.5003,0.0000,0.2739,0.3357,0.2704,0.2348,0.1746,1.6032,4.4420,7.0343,9.4439,11.5968,13.0280,14.3464,15.9689,17.5391,18.3667,18.8808,20.3601,21.2543,21.5816,21.7964,22.2404,22.3341,22.5368,22.5351,22.7502,22.7233,22.6947,22.9245,22.9583,22.5484,21.5213,21.7174,21.6776,22.1446,22.0422,22.5651,23.0468,23.5722,23.6503"
EP00182,C3_both,13,GEOMETRY_ROTATION,"0.3872,0.4576,0.5003,0.1885,0.2739,0.3357,0.2704,0.2348,1.8346,3.4345,5.5170,7.0343,9.4439,11.5968,13.0280,14.3464,15.9689,17.5391,18.3667,18.8808,20.3601,21.2543,21.5816,22.2142,22.2404,22.5216,22.6943,22.6959,22.7502,24.2176,22.6947,22.9245,24.6440,22.5484,22.3890,22.4387,22.5701,22.7049,22.7285,22.6417,23.0468,23.5722,23.6503"
EP00183,C1_variability,23,GEOMETRY_ROTATION,"0.3784,0.2945,0.7855,0.9963,0.3589,0.1850,0.0661,0.0652,0.0000,0.0114,0.4284,0.2823,0.4272,0.4417,0.3607,0.2300,0.2458,0.1561,0.5443,0.8673,1.7330,2.5693,2.8161,3.4917,3.8420,4.2059,4.1525,4.4670,4.7338,4.9324,5.9357,5.6498,6.2595,6.4743,6.4204,6.5909,6.6029,6.5339,6.1684,6.1645,6.1225,5.9710,5.8896"
EP00183,C2_covariance,23,GEOMETRY_ROTATION,"0.1907,0.1882,0.3872,0.8481,0.8329,0.6094,0.4494,0.4379,0.2473,0.2577,0.2249,0.1195,0.4448,0.6707,0.3184,0.1538,0.2969,0.1065,0.7504,0.2794,0.3071,0.2417,0.0629,0.3030,0.5274,0.8916,1.5003,1.7416,1.5446,1.3997,1.9106,2.7870,3.1559,3.8739,3.8951,4.1170,4.4353,5.0403,5.3141,5.6178,5.9143,5.9589,5.9609"
EP00183,C3_both,23,GEOMETRY_ROTATION,"0.3784,0.2945,0.7855,0.9963,0.8329,0.6094,0.4494,0.4379,0.2473,0.2577,0.4284,0.2823,0.4448,0.6707,0.3607,0.2300,0.2969,0.1561,0.7504,0.8673,1.7330,2.5693,2.8161,3.4917,3.8420,4.2059,4.1525,4.4670,4.7338,4.9324,5.9357,5.6498,6.2595,6.4743,6.4204,6.5909,6.6029,6.5339,6.1684,6.1645,6.1225,5.9710,5.9609"
EP00184,C1_variability,24,GEOMETRY_ROTATION,"0.5289,0.5517,1.0438,1.2635,0.6214,0.4594,0.1724,0.0537,0.0115,0.0229,0.5687,0.2939,0.4388,0.4533,0.3871,0.3644,0.2574,0.1275,0.0115,0.6568,0.8659,2.1621,2.4376,2.9655,3.6920,4.1404,5.0770,6.1151,5.6983,7.1080,7.6096,7.3167,9.3334,8.2933,8.6968,8.9922,9.6915,8.3188,8.8180,8.6318,8.8177,9.1053,9.1037"
EP00184,C2_covariance,24,GEOMETRY_ROTATION,"0.1736,0.2443,0.3040,0.7754,0.7613,0.5525,0.3495,0.3341,0.2826,0.3137,0.2809,0.0631,0.3880,0.6137,0.2618,0.0974,0.2403,0.0480,0.7185,0.3462,0.3897,0.2998,0.0448,0.2524,0.9425,1.6194,2.0796,2.4963,3.4606,4.4118,5.0615,6.2342,7.0791,7.9339,7.9928,8.5983,8.8600,9.5546,10.5496,10.8843,11.0869,11.2940,11.3646"
EP00184,C3_both,24,GEOMETRY_ROTATION,"0.5289,0.5517,1.0438,1.2635,0.7613,0.5525,0.3495,0.3341,0.2826,0.3137,0.5687,0.2939,0.4388,0.6137,0.3871,0.3644,0.2574,0.1275,0.7185,0.6568,0.8659,2.1621,2.4376,2.9655,3.6920,4.1404,5.0770,6.1151,5.6983,7.1080,7.6096,7.3167,9.3334,8.2933,8.6968,8.9922,9.6915,9.5546,10.5496,10.8843,11.0869,11.2940,11.3646"
EP00185,C1_variability,14,GEOMETRY_ROTATION,"0.0872,0.0297,0.0084,0.1969,0.2391,0.1580,0.1165,0.1174,0.3507,1.2924,3.5918,4.0149,4.6706,5.8164,7.2732,7.4883,8.4673,8.9900,8.0537,8.4293,8.8390,9.5694,10.2337,10.7982,11.1700,11.9907,12.8058,13.3992,13.8629,14.4682,15.3092,16.0344,16.7958,17.7215,18.5747,19.5313,20.6489,21.4873,22.2639,22.7036,23.0313,23.1147,23.0332"
EP00185,C2_covariance,14,GEOMETRY_ROTATION,"0.3028,0.3733,0.4161,0.1194,0.3594,0.4213,0.1858,0.0850,0.3999,0.4280,0.2672,1.4868,3.1614,4.6414,5.8739,6.7830,8.6961,9.4593,10.3950,11.1842,12.1228,13.0031,13.5067,13.8646,14.5979,15.2938,15.6812,15.9817,16.7252,17.2984,17.4822,18.1072,18.6740,18.6753,19.2639,19.8475,20.2413,20.9517,21.4715,21.7296,22.2661,22.5186,22.2857"
EP00185,C3_both,14,GEOMETRY_ROTATION,"0.3028,0.3733,0.4161,0.1969,0.3594,0.4213,0.1858,0.1174,0.3999,1.2924,3.5918,4.0149,4.6706,5.8164,7.2732,7.4883,8.6961,9.4593,10.3950,11.1842,12.1228,13.0031,13.5067,13.8646,14.5979,15.2938,15.6812,15.9817,16.7252,17.2984,17.4822,18.1072,18.6740,18.6753,19.2639,19.8475,20.6489,21.4873,22.2639,22.7036,23.0313,23.1147,23.0332"
EP00186,C1_variability,13,NONE,"0.3446,0.9966,0.7481,0.9843,0.3709,0.1400,0.0179,0.0423,0.1866,0.1185,0.0812,0.0000,0.2685,0.9268,1.7507,1.5738,2.1231,2.4334,2.1426,2.0649,2.1571,1.9312,1.5244,1.9623,1.9641,2.4834,2.0305,2.1806,1.8350,1.4755,1.7655,2.5057,1.7470,2.4077,2.0215,2.3012,2.1966,0.4897,1.3428,1.1345,1.6668,1.5680,1.0300"
EP00186,C2_covariance,13,NONE,"0.8236,0.0328,0.5169,0.4930,0.5915,0.2379,0.0000,0.2276,0.2233,0.4477,0.5132,0.7036,0.8704,0.5795,0.5554,1.0831,1.1375,1.4597,1.2114,1.5494,1.0295,0.3628,0.6724,0.6494,0.5585,0.3088,0.3984,0.6655,0.9751,1.2747,1.0104,0.7262,0.4752,0.3287,0.2851,0.4312,0.3736,0.2778,0.0871,0.6567,0.6151,0.4861,0.6501"
EP00186,C3_both,13,NONE,"0.8236,0.9966,0.7481,0.9843,0.5915,0.2379,0.0179,0.2276,0.2233,0.4477,0.5132,0.7036,0.8704,0.9268,1.7507,1.5738,2.1231,2.4334,2.1426,2.0649,2.1571,1.9312,1.5244,1.9623,1.9641,2.4834,2.0305,2.1806,1.8350,1.4755,1.7655,2.5057,1.7470,2.4077,2.0215,2.3012,2.1966,0.4897,1.3428,1.1345,1.6668,1.5680,1.0300"
EP00187,C1_variability,26,RATE_LOSS,"0.1937,0.2514,0.4442,0.5890,0.4464,0.4805,0.7148,0.1335,0.4162,0.0438,0.2132,0.1446,0.0465,0.0510,0.1059,0.1197,0.0425,0.1840,0.2014,0.0729,0.1071,0.2675,1.0540,2.0422,2.9294,3.7288,4.5039,5.0837,5.2450,5.1549,5.2949,5.1222,5.2376,5.0886,5.0268,5.1035,4.9523,5.0860,4.9446,5.2062,5.1964,5.1202,5.1978"
