trial_uid,participant,cohort,trial_day,block,block_id,trial_in_block,start_bin_matlab,stop_bin_matlab,start_bin,stop_bin,n_bins_in_trial,angle_error_deg,success,time_to_target,path_efficiency,orth_changes,excluded,used_click
T11_d692_b7_t24,T11,main,692,7,T11/day_692/block_7,24,3450,3553,3449,3553,104,22.64947509765625,True,2.08,0.8568485379219055,1.0,False,True
T11_d692_b7_t25,T11,main,692,7,T11/day_692/block_7,25,3554,3709,3553,3709,156,27.98542594909668,True,3.12,0.8206031918525696,3.0,False,True
T11_d692_b7_t26,T11,main,692,7,T11/day_692/block_7,26,3710,3819,3709,3819,110,23.128786087036133,True,2.2,0.9335882663726807,1.0,False,True
T11_d692_b7_t27,T11,main,692,7,T11/day_692/block_7,27,3820,3953,3819,3953,134,19.108537673950195,True,2.68,0.9354384541511536,1.0,False,True
T11_d692_b7_t28,T11,main,692,7,T11/day_692/block_7,28,3954,4064,3953,4064,111,14.725571632385254,True,2.22,0.8580402135848999,1.0,False,True
T11_d692_b7_t29,T11,main,692,7,T11/day_692/block_7,29,4065,4209,4064,4209,145,29.90812873840332,True,2.9,0.7848026156425476,1.0,False,True
T11_d692_b7_t30,T11,main,692,7,T11/day_692/block_7,30,4210,4337,4209,4337,128,23.670413970947266,True,2.56,0.8709588646888733,1.0,False,True
T11_d692_b7_t31,T11,main,692,7,T11/day_692/block_7,31,4338,4465,4337,4465,128,23.579761505126953,True,2.56,0.9133718013763428,0.0,False,True
T11_d692_b7_t32,T11,main,692,7,T11/day_692/block_7,32,4466,4572,4465,4572,107,10.88737678527832,True,2.14,0.8909595012664795,1.0,False,True
T11_d692_b7_t33,T11,main,692,7,T11/day_692/block_7,33,4573,4717,4572,4717,145,19.8455867767334,True,2.9,0.8546233177185059,1.0,False,True
T11_d692_b7_t34,T11,main,692,7,T11/day_692/block_7,34,4718,4819,4717,4819,102,10.582273483276367,True,2.04,0.9205533862113953,0.0,False,True
T11_d692_b7_t35,T11,main,692,7,T11/day_692/block_7,35,4820,4930,4819,4930,111,16.616844177246094,True,2.22,0.9317746162414551,1.0,False,True
T11_d692_b7_t36,T11,main,692,7,T11/day_692/block_7,36,4931,5056,4930,5056,126,18.533681869506836,True,2.52,0.7772375345230103,0.0,False,True
T11_d692_b7_t37,T11,main,692,7,T11/day_692/block_7,37,5057,5214,5056,5214,158,20.816970825195312,True,3.16,0.844327986240387,1.0,False,True
T11_d692_b7_t38,T11,main,692,7,T11/day_692/block_7,38,5215,5416,5214,5416,202,39.8956298828125,True,4.04,0.7561018466949463,1.0,False,True
T11_d692_b7_t39,T11,main,692,7,T11/day_692/block_7,39,5417,5538,5416,5538,122,27.591495513916016,True,2.44,0.6836072206497192,0.0,False,True
T11_d692_b7_t40,T11,main,692,7,T11/day_692/block_7,40,5539,5655,5538,5655,117,11.236392974853516,True,2.34,0.8329305648803711,1.0,False,True
T11_d692_b7_t41,T11,main,692,7,T11/day_692/block_7,41,5656,5795,5655,5795,140,19.267593383789062,True,2.8,0.8847368955612183,0.0,True,True
T11_d692_b7_t42,T11,main,692,7,T11/day_692/block_7,42,5796,5975,5795,5975,180,27.46829605102539,True,3.6,0.8428023457527161,0.0,False,True
T11_d692_b7_t43,T11,main,692,7,T11/day_692/block_7,43,5976,6164,5975,6164,189,84.42313385009766,True,3.78,0.7878643870353699,2.0,False,True
T11_d692_b7_t44,T11,main,692,7,T11/day_692/block_7,44,6165,6328,6164,6328,164,34.60494613647461,True,3.28,0.7813944220542908,1.0,False,True
T11_d692_b7_t45,T11,main,692,7,T11/day_692/block_7,45,6329,6464,6328,6464,136,33.999481201171875,True,2.72,0.8369094729423523,0.0,True,True
T11_d692_b7_t46,T11,main,692,7,T11/day_692/block_7,46,6465,6575,6464,6575,111,17.476364135742188,True,2.22,0.8616814017295837,1.0,False,True
T11_d692_b7_t47,T11,main,692,7,T11/day_692/block_7,47,6576,6758,6575,6758,183,42.278358459472656,True,3.66,0.7844001054763794,3.0,True,True
T11_d692_b7_t48,T11,main,692,7,T11/day_692/block_7,48,6759,6934,6758,6934,176,42.56147003173828,True,3.52,0.7442224025726318,0.0,False,True
T11_d692_b7_t49,T11,main,692,7,T11/day_692/block_7,49,6935,7087,6934,7087,153,30.32929039001465,True,3.06,0.878762423992157,0.0,False,True
T11_d692_b7_t50,T11,main,692,7,T11/day_692/block_7,50,7088,7218,7087,7218,131,23.252832412719727,True,2.62,0.92479008436203,3.0,False,True
T11_d692_b7_t51,T11,main,692,7,T11/day_692/block_7,51,7219,7388,7218,7388,170,32.587806701660156,True,3.4,0.7013252973556519,0.0,False,True
T11_d692_b7_t52,T11,main,692,7,T11/day_692/block_7,52,7389,7521,7388,7521,133,20.774078369140625,True,2.66,0.8766983151435852,1.0,False,True
T11_d692_b7_t53,T11,main,692,7,T11/day_692/block_7,53,7522,7632,7521,7632,111,21.561723709106445,True,2.22,0.8124340176582336,0.0,False,True
T11_d692_b7_t54,T11,main,692,7,T11/day_692/block_7,54,7633,7764,7632,7764,132,19.297109603881836,True,2.64,0.8092811107635498,2.0,False,True
T11_d692_b7_t55,T11,main,692,7,T11/day_692/block_7,55,7765,7872,7764,7872,108,22.189571380615234,True,2.16,0.8031913638114929,1.0,False,True
T11_d692_b7_t56,T11,main,692,7,T11/day_692/block_7,56,7873,8076,7872,8076,204,47.39358901977539,True,4.08,0.7431437373161316,2.0,False,True
T11_d692_b7_t57,T11,main,692,7,T11/day_692/block_7,57,8077,8192,8076,8192,116,11.334487915039062,True,2.32,0.9048941731452942,0.0,False,True
T11_d692_b7_t58,T11,main,692,7,T11/day_692/block_7,58,8193,8312,8192,8312,120,20.27263832092285,True,2.4,0.9173480272293091,1.0,False,True
T11_d692_b7_t59,T11,main,692,7,T11/day_692/block_7,59,8313,8484,8312,8484,172,39.77033615112305,True,3.44,0.8073959946632385,2.0,False,True
T11_d692_b7_t60,T11,main,692,7,T11/day_692/block_7,60,8485,8659,8484,8659,175,30.394243240356445,True,3.5,0.7811679840087891,2.0,False,True
T11_d692_b7_t61,T11,main,692,7,T11/day_692/block_7,61,8660,8873,8659,8873,214,30.118247985839844,True,4.28,0.8035291433334351,1.0,False,True
T11_d692_b7_t62,T11,main,692,7,T11/day_692/block_7,62,8874,9077,8873,9077,204,14.218465805053711,True,4.08,0.9325119853019714,1.0,True,True
T11_d692_b7_t63,T11,main,692,7,T11/day_692/block_7,63,9078,9279,9077,9279,202,57.968318939208984,True,4.04,0.651756763458252,3.0,True,True
T11_d692_b7_t64,T11,main,692,7,T11/day_692/block_7,64,9280,9390,9279,9390,111,22.6408634185791,True,2.22,0.8343729972839355,0.0,False,True
T11_d692_b7_t65,T11,main,692,7,T11/day_692/block_7,65,9391,9545,9390,9545,155,24.260465621948242,True,3.1,0.8282259702682495,1.0,False,True
T11_d692_b7_t66,T11,main,692,7,T11/day_692/block_7,66,9546,9698,9545,9698,153,29.885717391967773,True,3.06,0.8096280694007874,0.0,False,True
T11_d692_b7_t67,T11,main,692,7,T11/day_692/block_7,67,9699,9815,9698,9815,117,14.382011413574219,True,2.34,0.8820510506629944,1.0,False,True
T11_d692_b7_t68,T11,main,692,7,T11/day_692/block_7,68,9816,9993,9815,9993,178,33.53254699707031,True,3.56,0.8266209363937378,2.0,False,True
T11_d692_b7_t69,T11,main,692,7,T11/day_692/block_7,69,9994,10106,9993,10106,113,21.608144760131836,True,2.26,0.8197810053825378,1.0,False,True
T11_d692_b7_t70,T11,main,692,7,T11/day_692/block_7,70,10107,10288,10106,10288,182,26.459123611450195,True,3.64,0.7221611142158508,3.0,False,True
T11_d692_b7_t71,T11,main,692,7,T11/day_692/block_7,71,10289,10396,10288,10396,108,8.717763900756836,True,2.16,0.8974732756614685,0.0,False,True
T11_d692_b7_t72,T11,main,692,7,T11/day_692/block_7,72,10397,10520,10396,10520,124,9.747499465942383,True,2.48,0.8751623034477234,1.0,False,True
T11_d692_b7_t73,T11,main,692,7,T11/day_692/block_7,73,10521,10620,10520,10620,100,11.868854522705078,True,2.0,0.9263275265693665,0.0,False,True
T11_d692_b7_t74,T11,main,692,7,T11/day_692/block_7,74,10621,10730,10620,10730,110,19.051551818847656,True,2.2,0.800937831401825,0.0,False,True
T11_d692_b7_t75,T11,main,692,7,T11/day_692/block_7,75,10731,10833,10730,10833,103,15.364148139953613,True,2.06,0.8419628739356995,1.0,False,True
T11_d692_b7_t76,T11,main,692,7,T11/day_692/block_7,76,10834,10973,10833,10973,140,11.55667495727539,True,2.8,0.8841871023178101,0.0,False,True
T11_d692_b7_t77,T11,main,692,7,T11/day_692/block_7,77,10974,11137,10973,11137,164,25.910480499267578,True,3.28,0.8720884919166565,4.0,False,True
T11_d692_b7_t78,T11,main,692,7,T11/day_692/block_7,78,11138,11265,11137,11265,128,14.054588317871094,True,2.56,0.9160187244415283,1.0,False,True
T11_d692_b7_t79,T11,main,692,7,T11/day_692/block_7,79,11266,11375,11265,11375,110,24.10586166381836,True,2.2,0.8150479197502136,0.0,False,True
T11_d692_b7_t80,T11,main,692,7,T11/day_692/block_7,80,11376,11502,11375,11502,127,19.836679458618164,True,2.54,0.8526524901390076,0.0,False,True
T11_d692_b7_t81,T11,main,692,7,T11/day_692/block_7,81,11503,11626,11502,11626,124,17.01842498779297,True,2.48,0.7727598547935486,1.0,False,True
T11_d692_b7_t82,T11,main,692,7,T11/day_692/block_7,82,11627,11843,11626,11843,217,27.5368595123291,True,4.34,0.7684938907623291,1.0,False,True
T11_d692_b7_t83,T11,main,692,7,T11/day_692/block_7,83,11844,11981,11843,11981,138,19.63972282409668,True,2.76,0.8981499671936035,2.0,False,True
T11_d692_b7_t84,T11,main,692,7,T11/day_692/block_7,84,11982,12137,11981,12137,156,54.85110855102539,True,3.12,0.7360137104988098,1.0,False,True
T11_d692_b7_t85,T11,main,692,7,T11/day_692/block_7,85,12138,12265,12137,12265,128,13.108100891113281,True,2.56,0.8362754583358765,0.0,False,True
T11_d692_b7_t86,T11,main,692,7,T11/day_692/block_7,86,12266,12395,12265,12395,130,15.620835304260254,True,2.6,0.8455063104629517,1.0,False,True
T11_d692_b7_t87,T11,main,692,7,T11/day_692/block_7,87,12396,12526,12395,12526,131,17.437088012695312,True,2.62,0.8691778182983398,0.0,False,True
T11_d692_b7_t88,T11,main,692,7,T11/day_692/block_7,88,12527,12691,12526,12691,165,30.601783752441406,True,3.3,0.777747631072998,0.0,False,True
T11_d692_b7_t89,T11,main,692,7,T11/day_692/block_7,89,12692,12792,12691,12792,101,9.050530433654785,True,2.02,0.9251295924186707,1.0,False,True
T11_d692_b7_t90,T11,main,692,7,T11/day_692/block_7,90,12793,12974,12792,12974,182,44.333091735839844,True,3.64,0.7912071347236633,1.0,False,True
T11_d692_b7_t91,T11,main,692,7,T11/day_692/block_7,91,12975,13113,12974,13113,139,12.926851272583008,True,2.78,0.880838930606842,0.0,False,True
T11_d692_b7_t92,T11,main,692,7,T11/day_692/block_7,92,13114,13278,13113,13278,165,15.168766021728516,True,3.3,0.8483368754386902,1.0,False,True
T11_d692_b7_t93,T11,main,692,7,T11/day_692/block_7,93,13279,13484,13278,13484,206,47.443172454833984,True,4.12,0.7571895122528076,0.0,False,True
T11_d692_b7_t94,T11,main,692,7,T11/day_692/block_7,94,13485,13616,13484,13616,132,21.404449462890625,True,2.64,0.7676587104797363,1.0,False,True
T11_d692_b7_t95,T11,main,692,7,T11/day_692/block_7,95,13617,13768,13616,13768,152,20.345256805419922,True,3.04,0.8911381363868713,1.0,False,True
T11_d692_b7_t96,T11,main,692,7,T11/day_692/block_7,96,13769,13890,13768,13890,122,18.646068572998047,True,2.44,0.8431704044342041,1.0,False,True
T11_d692_b7_t97,T11,main,692,7,T11/day_692/block_7,97,13891,14005,13890,14005,115,24.659658432006836,True,2.3,0.8541892766952515,1.0,False,True
T11_d692_b7_t98,T11,main,692,7,T11/day_692/block_7,98,14006,14149,14005,14149,144,20.077739715576172,True,2.88,0.8362500667572021,2.0,False,True
T11_d692_b7_t99,T11,main,692,7,T11/day_692/block_7,99,14150,14247,14149,14247,98,15.746820449829102,True,1.96,0.8837370872497559,0.0,False,True
T11_d692_b7_t100,T11,main,692,7,T11/day_692/block_7,100,14248,14354,14247,14354,107,18.377605438232422,True,2.14,0.9111014604568481,1.0,False,True
T11_d692_b7_t101,T11,main,692,7,T11/day_692/block_7,101,14355,14519,14354,14519,165,22.054990768432617,True,3.3,0.787943422794342,0.0,False,True
T11_d692_b7_t102,T11,main,692,7,T11/day_692/block_7,102,14520,14658,14519,14658,139,8.446281433105469,True,2.78,0.9293771982192993,0.0,False,True
T11_d692_b7_t103,T11,main,692,7,T11/day_692/block_7,103,14659,14802,14658,14802,144,41.225303649902344,True,2.88,0.7246391773223877,2.0,False,True
T11_d692_b7_t104,T11,main,692,7,T11/day_692/block_7,104,14803,14938,14802,14938,136,26.59872055053711,True,2.72,0.8033768534660339,1.0,False,True
T11_d692_b7_t105,T11,main,692,7,T11/day_692/block_7,105,14939,15059,14938,15059,121,31.800127029418945,True,2.42,0.8122923970222473,1.0,False,True
T11_d702_b9_t0,T11,main,702,9,T11/day_702/block_9,0,265,413,264,413,149,20.732635498046875,True,2.98,0.817667543888092,2.0,False,True
T11_d702_b9_t1,T11,main,702,9,T11/day_702/block_9,1,414,566,413,566,153,12.527137756347656,True,3.06,0.9348008632659912,1.0,False,True
T11_d702_b9_t2,T11,main,702,9,T11/day_702/block_9,2,567,794,566,794,228,33.60035705566406,True,4.56,0.6934645771980286,3.0,False,True
T11_d702_b9_t3,T11,main,702,9,T11/day_702/block_9,3,795,927,794,927,133,12.689165115356445,True,2.66,0.8883777260780334,1.0,False,True
T11_d702_b9_t4,T11,main,702,9,T11/day_702/block_9,4,928,1132,927,1132,205,23.973543167114258,True,4.1,0.7592359185218811,1.0,False,True
T11_d702_b9_t5,T11,main,702,9,T11/day_702/block_9,5,1133,1289,1132,1289,157,33.488182067871094,True,3.14,0.8558260202407837,0.0,False,True
T11_d702_b9_t6,T11,main,702,9,T11/day_702/block_9,6,1290,1432,1289,1432,143,22.508255004882812,True,2.86,0.9497652053833008,0.0,False,True
T11_d702_b9_t7,T11,main,702,9,T11/day_702/block_9,7,1433,1562,1432,1562,130,14.330347061157227,True,2.6,0.9280614256858826,1.0,False,True
T11_d702_b9_t8,T11,main,702,9,T11/day_702/block_9,8,1563,1738,1562,1738,176,19.319007873535156,True,3.52,0.8598811626434326,1.0,False,True
T11_d702_b9_t9,T11,main,702,9,T11/day_702/block_9,9,1739,1959,1738,1959,221,24.822248458862305,True,4.42,0.8693432211875916,2.0,False,True
T11_d702_b9_t10,T11,main,702,9,T11/day_702/block_9,10,1960,2172,1959,2172,213,48.27368927001953,True,4.26,0.631266176700592,5.0,False,True
T11_d702_b9_t11,T11,main,702,9,T11/day_702/block_9,11,2173,2344,2172,2344,172,18.144432067871094,True,3.44,0.8457649350166321,0.0,False,True
T11_d702_b9_t12,T11,main,702,9,T11/day_702/block_9,12,2345,2637,2344,2637,293,64.68110656738281,True,5.86,0.5938510298728943,3.0,False,True
T11_d702_b9_t13,T11,main,702,9,T11/day_702/block_9,13,2638,2806,2637,2806,169,11.124969482421875,True,3.38,0.8380113840103149,2.0,False,True
T11_d702_b9_t14,T11,main,702,9,T11/day_702/block_9,14,2807,3035,2806,3035,229,19.395633697509766,True,4.58,0.9559081196784973,0.0,False,True
T11_d702_b9_t15,T11,main,702,9,T11/day_702/block_9,15,3036,3200,3035,3200,165,28.270172119140625,True,3.3,0.8774322867393494,1.0,False,True
T11_d702_b9_t16,T11,main,702,9,T11/day_702/block_9,16,3201,3325,3200,3325,125,12.56256103515625,True,2.5,0.9609076380729675,1.0,False,True
T11_d702_b9_t17,T11,main,702,9,T11/day_702/block_9,17,3326,3467,3325,3467,142,16.04892921447754,True,2.84,0.8931459784507751,0.0,False,True
T11_d702_b9_t18,T11,main,702,9,T11/day_702/block_9,18,3468,3638,3467,3638,171,20.04606819152832,True,3.42,0.8869848251342773,1.0,False,True
T11_d702_b9_t19,T11,main,702,9,T11/day_702/block_9,19,3639,3770,3638,3770,132,15.415477752685547,True,2.64,0.9137433171272278,0.0,False,True
T11_d702_b9_t20,T11,main,702,9,T11/day_702/block_9,20,3771,3955,3770,3955,185,21.622943878173828,True,3.7,0.8136249780654907,2.0,False,True
T11_d702_b9_t21,T11,main,702,9,T11/day_702/block_9,21,3956,4140,3955,4140,185,19.67047882080078,True,3.7,0.9240996241569519,0.0,False,True
T11_d702_b9_t22,T11,main,702,9,T11/day_702/block_9,22,4141,4287,4140,4287,147,14.310454368591309,True,2.94,0.9066737294197083,2.0,False,True
T11_d702_b9_t23,T11,main,702,9,T11/day_702/block_9,23,4288,4512,4287,4512,225,38.82880783081055,True,4.5,0.7314438223838806,4.0,False,True
T11_d702_b9_t24,T11,main,702,9,T11/day_702/block_9,24,4513,4744,4512,4744,232,35.593177795410156,True,4.64,0.7894694805145264,2.0,False,True
T11_d702_b9_t25,T11,main,702,9,T11/day_702/block_9,25,4745,5149,4744,5149,405,34.82835006713867,True,8.1,0.5307639241218567,6.0,False,True
T11_d702_b9_t26,T11,main,702,9,T11/day_702/block_9,26,5150,5347,5149,5347,198,22.327133178710938,True,3.96,0.7566735744476318,0.0,False,True
T11_d702_b9_t27,T11,main,702,9,T11/day_702/block_9,27,5348,5805,5347,5805,458,52.536773681640625,True,9.16,0.6191052198410034,13.0,False,True
T11_d702_b9_t28,T11,main,702,9,T11/day_702/block_9,28,5806,6061,5805,6061,256,42.482391357421875,True,5.12,0.6334522366523743,1.0,False,True
T11_d702_b9_t29,T11,main,702,9,T11/day_702/block_9,29,6062,6281,6061,6281,220,20.421875,True,4.4,0.9057152271270752,1.0,False,True
T11_d702_b9_t30,T11,main,702,9,T11/day_702/block_9,30,6282,6781,6281,6781,500,45.797401428222656,False,10.0,,3.0,True,True
T11_d702_b9_t31,T11,main,702,9,T11/day_702/block_9,31,6782,7072,6781,7072,291,37.71122741699219,True,5.82,0.7082558870315552,4.0,False,True
T11_d702_b9_t32,T11,main,702,9,T11/day_702/block_9,32,7073,7238,7072,7238,166,21.155052185058594,True,3.32,0.8003575801849365,0.0,False,True
T11_d702_b9_t33,T11,main,702,9,T11/day_702/block_9,33,7239,7416,7238,7416,178,18.159774780273438,True,3.56,0.9124391078948975,5.0,False,True
T11_d702_b9_t34,T11,main,702,9,T11/day_702/block_9,34,7417,7725,7416,7725,309,31.616207122802734,True,6.18,0.6375547051429749,5.0,False,True
T11_d702_b9_t35,T11,main,702,9,T11/day_702/block_9,35,7726,7921,7725,7921,196,19.39710235595703,True,3.92,0.8930748701095581,0.0,False,True
T11_d702_b9_t36,T11,main,702,9,T11/day_702/block_9,36,7922,8071,7921,8071,150,23.275001525878906,True,3.0,0.8784685134887695,1.0,False,True
T11_d702_b9_t37,T11,main,702,9,T11/day_702/block_9,37,8072,8236,8071,8236,165,17.854480743408203,True,3.3,0.8356415629386902,4.0,False,True
T11_d702_b9_t38,T11,main,702,9,T11/day_702/block_9,38,8237,8369,8236,8369,133,14.474132537841797,True,2.66,0.7957218885421753,1.0,False,True
T11_d702_b9_t39,T11,main,702,9,T11/day_702/block_9,39,8370,8590,8369,8590,221,20.80475616455078,True,4.42,0.9380385875701904,2.0,False,True
T11_d702_b9_t40,T11,main,702,9,T11/day_702/block_9,40,8591,8780,8590,8780,190,17.419248580932617,True,3.8,0.8963327407836914,1.0,False,True
T11_d702_b9_t41,T11,main,702,9,T11/day_702/block_9,41,8781,8915,8780,8915,135,18.234140396118164,True,2.7,0.8825356364250183,1.0,False,True
T11_d702_b9_t42,T11,main,702,9,T11/day_702/block_9,42,8916,9069,8915,9069,154,21.85079574584961,True,3.08,0.8607589602470398,2.0,False,True
T11_d702_b9_t43,T11,main,702,9,T11/day_702/block_9,43,9070,9252,9069,9252,183,25.721309661865234,True,3.66,0.8908689022064209,2.0,False,True
T11_d702_b9_t44,T11,main,702,9,T11/day_702/block_9,44,9253,9546,9252,9546,294,39.694576263427734,True,5.88,0.48366689682006836,2.0,True,True
T11_d702_b9_t45,T11,main,702,9,T11/day_702/block_9,45,9547,9745,9546,9745,199,35.719295501708984,True,3.98,0.8659147024154663,0.0,False,True
T11_d702_b9_t46,T11,main,702,9,T11/day_702/block_9,46,9746,9963,9745,9963,218,19.45965003967285,True,4.36,0.9500657916069031,2.0,False,True
T11_d702_b9_t47,T11,main,702,9,T11/day_702/block_9,47,9964,10198,9963,10198,235,18.215408325195312,True,4.7,0.8561591506004333,3.0,False,True
T11_d702_b9_t48,T11,main,702,9,T11/day_702/block_9,48,10199,10348,10198,10348,150,27.316530227661133,True,3.0,0.8386024236679077,0.0,False,True
T11_d702_b9_t49,T11,main,702,9,T11/day_702/block_9,49,10349,10555,10348,10555,207,5.861353874206543,True,4.14,0.8642032146453857,0.0,False,True
T11_d702_b9_t50,T11,main,702,9,T11/day_702/block_9,50,10556,10735,10555,10735,180,19.10633087158203,True,3.6,0.867898166179657,0.0,False,True
T11_d702_b9_t51,T11,main,702,9,T11/day_702/block_9,51,10736,10864,10735,10864,129,17.648719787597656,True,2.58,0.9236959218978882,0.0,False,True
T11_d702_b9_t52,T11,main,702,9,T11/day_702/block_9,52,10865,11365,10864,11365,501,52.10405731201172,False,10.02,,3.0,False,True
T11_d702_b9_t53,T11,main,702,9,T11/day_702/block_9,53,11366,11867,11365,11867,502,77.62557983398438,False,10.04,,15.0,False,True
T11_d702_b9_t54,T11,main,702,9,T11/day_702/block_9,54,11868,12183,11867,12183,316,29.81032371520996,True,6.32,0.7007048726081848,2.0,False,True
T11_d702_b9_t55,T11,main,702,9,T11/day_702/block_9,55,12184,12407,12183,12407,224,25.0957088470459,True,4.48,0.7983410358428955,0.0,False,True
T11_d702_b9_t56,T11,main,702,9,T11/day_702/block_9,56,12408,12695,12407,12695,288,34.90788269042969,True,5.76,0.4998892843723297,3.0,False,True
T11_d702_b9_t57,T11,main,702,9,T11/day_702/block_9,57,12696,13197,12695,13197,502,78.93611145019531,False,10.04,,10.0,False,True
T11_d702_b9_t58,T11,main,702,9,T11/day_702/block_9,58,13198,13698,13197,13698,501,87.7341537475586,False,10.02,,11.0,False,True
T11_d702_b9_t59,T11,main,702,9,T11/day_702/block_9,59,13699,14117,13698,14117,419,43.027565002441406,True,8.38,0.6957340836524963,4.0,False,True
T11_d702_b9_t60,T11,main,702,9,T11/day_702/block_9,60,14118,14296,14117,14296,179,32.57572937011719,True,3.58,0.838123083114624,0.0,False,True
T11_d702_b9_t61,T11,main,702,9,T11/day_702/block_9,61,14297,14507,14296,14507,211,18.33237075805664,True,4.22,0.9269277453422546,3.0,False,True
T11_d702_b9_t62,T11,main,702,9,T11/day_702/block_9,62,14508,14794,14507,14794,287,24.576494216918945,True,5.74,0.8802314400672913,4.0,False,True
T11_d702_b9_t63,T11,main,702,9,T11/day_702/block_9,63,14795,14944,14794,14944,150,11.078495979309082,True,3.0,0.8741048574447632,0.0,False,True
T11_d702_b9_t64,T11,main,702,9,T11/day_702/block_9,64,14945,15129,14944,15129,185,15.712793350219727,True,3.7,0.9202632308006287,0.0,False,True
T11_d702_b10_t0,T11,main,702,10,T11/day_702/block_10,0,264,427,263,427,164,22.092144012451172,True,3.28,0.9014752507209778,1.0,False,True
T11_d702_b10_t1,T11,main,702,10,T11/day_702/block_10,1,428,578,427,578,151,16.350839614868164,True,3.02,0.8971463441848755,1.0,False,True
T11_d702_b10_t2,T11,main,702,10,T11/day_702/block_10,2,579,756,578,756,178,27.68276023864746,True,3.56,0.9008222818374634,0.0,False,True
T11_d702_b10_t3,T11,main,702,10,T11/day_702/block_10,3,757,902,756,902,146,12.752492904663086,True,2.92,0.9216057658195496,1.0,False,True
T11_d702_b10_t4,T11,main,702,10,T11/day_702/block_10,4,903,1050,902,1050,148,18.80805206298828,True,2.96,0.9442377090454102,0.0,False,True
T11_d702_b10_t5,T11,main,702,10,T11/day_702/block_10,5,1051,1348,1050,1348,298,35.550392150878906,True,5.96,0.7508942484855652,4.0,False,True
T11_d702_b10_t6,T11,main,702,10,T11/day_702/block_10,6,1349,1485,1348,1485,137,11.81623649597168,True,2.74,0.8755843639373779,0.0,False,True
T11_d702_b10_t7,T11,main,702,10,T11/day_702/block_10,7,1486,1639,1485,1639,154,43.502281188964844,True,3.08,0.7902930378913879,1.0,False,True
T11_d702_b10_t8,T11,main,702,10,T11/day_702/block_10,8,1640,1963,1639,1963,324,34.75417709350586,True,6.48,0.5549581050872803,4.0,False,True
T11_d702_b10_t9,T11,main,702,10,T11/day_702/block_10,9,1964,2164,1963,2164,201,12.607966423034668,True,4.02,0.9568220973014832,1.0,False,True
T11_d702_b10_t10,T11,main,702,10,T11/day_702/block_10,10,2165,2665,2164,2665,501,121.14082336425781,False,10.02,,3.0,True,True
T11_d702_b10_t11,T11,main,702,10,T11/day_702/block_10,11,2666,3167,2665,3167,502,171.25848388671875,False,10.04,,0.0,True,True
T11_d702_b10_t12,T11,main,702,10,T11/day_702/block_10,12,3168,3668,3167,3668,501,159.18746948242188,False,10.02,,1.0,True,True
T11_d702_b10_t13,T11,main,702,10,T11/day_702/block_10,13,3669,4170,3668,4170,502,133.186279296875,False,10.04,,3.0,False,True
T11_d702_b10_t14,T11,main,702,10,T11/day_702/block_10,14,4171,4439,4170,4439,269,42.51993942260742,True,5.38,0.6581357717514038,4.0,False,True
T11_d702_b10_t15,T11,main,702,10,T11/day_702/block_10,15,4440,4940,4439,4940,501,46.21636962890625,False,10.02,,8.0,False,True
T11_d702_b10_t16,T11,main,702,10,T11/day_702/block_10,16,4941,5132,4940,5132,192,23.885881423950195,True,3.84,0.8539965152740479,0.0,False,True
T11_d702_b10_t17,T11,main,702,10,T11/day_702/block_10,17,5133,5266,5132,5266,134,30.798236846923828,True,2.68,0.8136083483695984,0.0,False,True
T11_d702_b10_t18,T11,main,702,10,T11/day_702/block_10,18,5267,5481,5266,5481,215,12.575887680053711,True,4.3,0.8956179022789001,1.0,False,True
T11_d702_b10_t19,T11,main,702,10,T11/day_702/block_10,19,5482,5983,5481,5983,502,65.52680969238281,False,10.04,,0.0,False,True
T11_d702_b10_t20,T11,main,702,10,T11/day_702/block_10,20,5984,6484,5983,6484,501,51.416160583496094,False,10.02,,7.0,False,True
T11_d702_b10_t21,T11,main,702,10,T11/day_702/block_10,21,6485,6614,6484,6614,130,26.349140167236328,True,2.6,0.9027295112609863,0.0,False,True
T11_d702_b10_t22,T11,main,702,10,T11/day_702/block_10,22,6615,7115,6614,7115,501,83.22200012207031,False,10.02,,9.0,False,True
T11_d702_b10_t23,T11,main,702,10,T11/day_702/block_10,23,7116,7526,7115,7526,411,35.549285888671875,True,8.22,0.6690874099731445,6.0,False,True
T11_d702_b10_t24,T11,main,702,10,T11/day_702/block_10,24,7527,7656,7526,7656,130,10.011751174926758,True,2.6,0.8851415514945984,1.0,False,True
T11_d702_b10_t25,T11,main,702,10,T11/day_702/block_10,25,7657,7801,7656,7801,145,19.976442337036133,True,2.9,0.854607880115509,1.0,False,True
T11_d702_b10_t26,T11,main,702,10,T11/day_702/block_10,26,7802,7984,7801,7984,183,35.40922546386719,True,3.66,0.7628931403160095,1.0,False,True
T11_d702_b10_t27,T11,main,702,10,T11/day_702/block_10,27,7985,8415,7984,8415,431,38.58799362182617,True,8.62,0.5121253728866577,10.0,False,True
T11_d702_b10_t28,T11,main,702,10,T11/day_702/block_10,28,8416,8738,8415,8738,323,43.67020034790039,True,6.46,0.6028560400009155,9.0,False,True
T11_d702_b10_t29,T11,main,702,10,T11/day_702/block_10,29,8739,9240,8738,9240,502,96.3340835571289,False,10.04,,8.0,False,True
T11_d702_b10_t30,T11,main,702,10,T11/day_702/block_10,30,9241,9741,9240,9741,501,61.94853210449219,False,10.02,,8.0,False,True
