trial_uid,participant,cohort,trial_day,block,block_id,trial_in_block,start_bin_matlab,stop_bin_matlab,start_bin,stop_bin,n_bins_in_trial,angle_error_deg,success,time_to_target,path_efficiency,orth_changes,excluded,used_click
T11_d783_b14_t18,T11,main,783,14,T11/day_783/block_14,18,7796,7977,7795,7977,182,18.801513671875,True,3.64,0.28540414571762085,0.0,False,True
T11_d783_b14_t19,T11,main,783,14,T11/day_783/block_14,19,7978,8479,7977,8479,502,146.97885131835938,False,10.04,,10.0,False,True
T11_d783_b14_t20,T11,main,783,14,T11/day_783/block_14,20,8480,8980,8479,8980,501,96.1535873413086,False,10.02,,8.0,False,True
T11_d783_b14_t21,T11,main,783,14,T11/day_783/block_14,21,8981,9482,8980,9482,502,79.78303527832031,False,10.04,,11.0,False,True
T11_d783_b14_t22,T11,main,783,14,T11/day_783/block_14,22,9483,9983,9482,9983,501,120.08624267578125,False,10.02,,12.0,False,True
T11_d783_b14_t23,T11,main,783,14,T11/day_783/block_14,23,9984,10485,9983,10485,502,140.15359497070312,False,10.04,,9.0,False,True
T11_d783_b14_t24,T11,main,783,14,T11/day_783/block_14,24,10486,10986,10485,10986,501,148.25758361816406,False,10.02,,3.0,False,True
T11_d783_b14_t25,T11,main,783,14,T11/day_783/block_14,25,10987,11177,10986,11177,191,26.88004493713379,True,3.82,0.21599915623664856,1.0,False,True
T11_d783_b14_t26,T11,main,783,14,T11/day_783/block_14,26,11178,11678,11177,11678,501,132.02674865722656,False,10.02,,10.0,False,True
T11_d783_b14_t27,T11,main,783,14,T11/day_783/block_14,27,11679,11888,11678,11888,210,30.820987701416016,True,4.2,0.32833272218704224,2.0,False,True
T11_d783_b14_t28,T11,main,783,14,T11/day_783/block_14,28,11889,12390,11888,12390,502,70.13421630859375,False,10.04,,12.0,False,True
T11_d783_b14_t29,T11,main,783,14,T11/day_783/block_14,29,12391,12891,12390,12891,501,129.19972229003906,False,10.02,,9.0,False,True
T11_d783_b14_t30,T11,main,783,14,T11/day_783/block_14,30,12892,13393,12891,13393,502,131.17416381835938,False,10.04,,10.0,False,True
T11_d783_b14_t31,T11,main,783,14,T11/day_783/block_14,31,13394,13894,13393,13894,501,114.85852813720703,False,10.02,,7.0,False,True
T11_d783_b14_t32,T11,main,783,14,T11/day_783/block_14,32,13895,14396,13894,14396,502,143.883544921875,False,10.04,,9.0,False,True
T11_d783_b14_t33,T11,main,783,14,T11/day_783/block_14,33,14397,14897,14396,14897,501,92.50496673583984,False,10.02,,7.0,False,True
T11_d783_b14_t34,T11,main,783,14,T11/day_783/block_14,34,14898,15073,14897,15073,176,46.202171325683594,True,3.52,0.41320064663887024,2.0,False,True
T11_d800_b3_t0,T11,main,800,3,T11/day_800/block_3,0,267,768,266,768,502,100.788818359375,False,10.04,,11.0,False,True
T11_d800_b3_t1,T11,main,800,3,T11/day_800/block_3,1,769,1269,768,1269,501,86.36209869384766,False,10.02,,12.0,False,True
T11_d800_b3_t2,T11,main,800,3,T11/day_800/block_3,2,1270,1771,1269,1771,502,122.8455810546875,False,10.04,,9.0,False,True
T11_d800_b3_t3,T11,main,800,3,T11/day_800/block_3,3,1772,1965,1771,1965,194,25.813634872436523,True,3.88,0.2876003086566925,4.0,False,True
T11_d800_b3_t4,T11,main,800,3,T11/day_800/block_3,4,1966,2169,1965,2169,204,29.864822387695312,True,4.08,0.7066017985343933,0.0,False,True
T11_d800_b3_t5,T11,main,800,3,T11/day_800/block_3,5,2170,2670,2169,2670,501,129.02566528320312,False,10.02,,9.0,False,True
T11_d800_b3_t6,T11,main,800,3,T11/day_800/block_3,6,2671,3172,2670,3172,502,102.07807159423828,False,10.04,,10.0,False,True
T11_d800_b3_t7,T11,main,800,3,T11/day_800/block_3,7,3173,3673,3172,3673,501,84.3798828125,False,10.02,,6.0,False,True
T11_d800_b3_t8,T11,main,800,3,T11/day_800/block_3,8,3674,4174,3673,4174,501,106.51199340820312,False,10.02,,8.0,False,True
T11_d800_b3_t9,T11,main,800,3,T11/day_800/block_3,9,4175,4676,4174,4676,502,97.67343139648438,False,10.04,,13.0,False,True
T11_d800_b3_t10,T11,main,800,3,T11/day_800/block_3,10,4677,5177,4676,5177,501,124.74403381347656,False,10.02,,14.0,False,True
T11_d800_b3_t11,T11,main,800,3,T11/day_800/block_3,11,5178,5370,5177,5370,193,30.7801513671875,True,3.86,0.3378344476222992,1.0,False,True
T11_d800_b3_t12,T11,main,800,3,T11/day_800/block_3,12,5371,5871,5370,5871,501,114.61691284179688,False,10.02,,10.0,False,True
T11_d800_b3_t13,T11,main,800,3,T11/day_800/block_3,13,5872,6045,5871,6045,174,27.44989013671875,True,3.48,0.3648633360862732,1.0,False,True
T11_d800_b3_t14,T11,main,800,3,T11/day_800/block_3,14,6046,6207,6045,6207,162,42.315208435058594,True,3.24,0.6030181050300598,2.0,False,True
T11_d800_b3_t15,T11,main,800,3,T11/day_800/block_3,15,6208,6708,6207,6708,501,111.26577758789062,False,10.02,,12.0,False,True
T11_d800_b3_t16,T11,main,800,3,T11/day_800/block_3,16,6709,7210,6708,7210,502,66.96444702148438,False,10.04,,9.0,False,True
T11_d800_b3_t17,T11,main,800,3,T11/day_800/block_3,17,7211,7711,7210,7711,501,107.20672607421875,False,10.02,,8.0,False,True
T11_d800_b3_t18,T11,main,800,3,T11/day_800/block_3,18,7712,8213,7711,8213,502,123.9515380859375,False,10.04,,11.0,False,True
T11_d800_b3_t19,T11,main,800,3,T11/day_800/block_3,19,8214,8331,8213,8331,118,26.094589233398438,True,2.36,0.35032519698143005,0.0,False,True
T11_d800_b3_t20,T11,main,800,3,T11/day_800/block_3,20,8332,8832,8331,8832,501,125.81492614746094,False,10.02,,13.0,False,True
T11_d800_b3_t21,T11,main,800,3,T11/day_800/block_3,21,8833,9334,8832,9334,502,137.83958435058594,False,10.04,,2.0,False,True
T11_d800_b3_t22,T11,main,800,3,T11/day_800/block_3,22,9335,9499,9334,9499,165,28.62413215637207,True,3.3,0.30220991373062134,0.0,False,True
T11_d800_b3_t23,T11,main,800,3,T11/day_800/block_3,23,9500,10000,9499,10000,501,119.68168640136719,False,10.02,,14.0,False,True
T11_d800_b3_t24,T11,main,800,3,T11/day_800/block_3,24,10001,10502,10000,10502,502,134.18487548828125,False,10.04,,11.0,False,True
T11_d800_b3_t25,T11,main,800,3,T11/day_800/block_3,25,10503,10774,10502,10774,272,31.38443374633789,True,5.44,0.2571122944355011,1.0,False,True
T11_d800_b3_t26,T11,main,800,3,T11/day_800/block_3,26,10775,10968,10774,10968,194,22.961692810058594,True,3.88,0.673961877822876,0.0,False,True
T11_d800_b3_t27,T11,main,800,3,T11/day_800/block_3,27,10969,11469,10968,11469,501,95.6984634399414,False,10.02,,10.0,False,True
T11_d800_b3_t28,T11,main,800,3,T11/day_800/block_3,28,11470,11668,11469,11668,199,23.692089080810547,True,3.98,0.342466801404953,0.0,False,True
T11_d800_b3_t29,T11,main,800,3,T11/day_800/block_3,29,11669,12169,11668,12169,501,134.2298126220703,False,10.02,,9.0,False,True
T11_d800_b3_t30,T11,main,800,3,T11/day_800/block_3,30,12170,12671,12169,12671,502,92.79297637939453,False,10.04,,12.0,False,True
T11_d800_b3_t31,T11,main,800,3,T11/day_800/block_3,31,12672,13172,12671,13172,501,79.03559112548828,False,10.02,,13.0,True,True
T11_d800_b3_t32,T11,main,800,3,T11/day_800/block_3,32,13173,13674,13172,13674,502,92.62528991699219,False,10.04,,13.0,True,True
T11_d800_b3_t33,T11,main,800,3,T11/day_800/block_3,33,13675,14175,13674,14175,501,86.56885528564453,False,10.02,,11.0,True,True
T11_d800_b3_t34,T11,main,800,3,T11/day_800/block_3,34,14176,14678,14175,14678,503,47.20119857788086,False,10.06,,16.0,True,True
T11_d800_b3_t35,T11,main,800,3,T11/day_800/block_3,35,14679,14862,14678,14862,184,44.557952880859375,True,3.68,0.32853126525878906,1.0,False,True
T11_d800_b4_t0,T11,main,800,4,T11/day_800/block_4,0,265,411,264,411,147,15.810332298278809,True,2.94,0.8502161502838135,0.0,False,True
T11_d800_b4_t1,T11,main,800,4,T11/day_800/block_4,1,412,913,411,913,502,133.1896209716797,False,10.04,,8.0,False,True
T11_d800_b4_t2,T11,main,800,4,T11/day_800/block_4,2,914,1414,913,1414,501,106.06402587890625,False,10.02,,13.0,False,True
T11_d800_b4_t3,T11,main,800,4,T11/day_800/block_4,3,1415,1916,1414,1916,502,111.8355941772461,False,10.04,,13.0,False,True
T11_d800_b4_t4,T11,main,800,4,T11/day_800/block_4,4,1917,2417,1916,2417,501,109.84334564208984,False,10.02,,5.0,False,True
T11_d800_b4_t5,T11,main,800,4,T11/day_800/block_4,5,2418,2919,2417,2919,502,136.11166381835938,False,10.04,,9.0,False,True
T11_d800_b4_t6,T11,main,800,4,T11/day_800/block_4,6,2920,3420,2919,3420,501,130.32266235351562,False,10.02,,7.0,False,True
T11_d800_b4_t7,T11,main,800,4,T11/day_800/block_4,7,3421,3712,3420,3712,292,52.35868835449219,True,5.84,0.27092480659484863,1.0,False,True
T11_d800_b4_t8,T11,main,800,4,T11/day_800/block_4,8,3713,4213,3712,4213,501,137.02764892578125,False,10.02,,8.0,False,True
T11_d800_b4_t9,T11,main,800,4,T11/day_800/block_4,9,4214,4423,4213,4423,210,32.11288070678711,True,4.2,0.23818697035312653,0.0,False,True
T11_d800_b4_t10,T11,main,800,4,T11/day_800/block_4,10,4424,4658,4423,4658,235,24.5502986907959,True,4.7,0.6211210489273071,0.0,False,True
T11_d800_b4_t11,T11,main,800,4,T11/day_800/block_4,11,4659,5159,4658,5159,501,130.30279541015625,False,10.02,,10.0,False,True
T11_d800_b4_t12,T11,main,800,4,T11/day_800/block_4,12,5160,5660,5159,5660,501,123.57675170898438,False,10.02,,8.0,False,True
T11_d800_b4_t13,T11,main,800,4,T11/day_800/block_4,13,5661,6162,5660,6162,502,103.30386352539062,False,10.04,,7.0,False,True
T11_d800_b4_t14,T11,main,800,4,T11/day_800/block_4,14,6163,6664,6162,6664,502,122.34318542480469,False,10.04,,14.0,False,True
T11_d800_b4_t15,T11,main,800,4,T11/day_800/block_4,15,6665,6906,6664,6906,242,43.41071701049805,True,4.84,0.24630586802959442,2.0,False,True
T11_d800_b4_t16,T11,main,800,4,T11/day_800/block_4,16,6907,7407,6906,7407,501,150.49703979492188,False,10.02,,7.0,False,True
T11_d800_b4_t17,T11,main,800,4,T11/day_800/block_4,17,7408,7708,7407,7708,301,40.042903900146484,True,6.02,0.24695482850074768,0.0,False,True
T11_d800_b4_t18,T11,main,800,4,T11/day_800/block_4,18,7709,8210,7708,8210,502,87.50431823730469,False,10.04,,14.0,False,True
T11_d800_b4_t19,T11,main,800,4,T11/day_800/block_4,19,8211,8711,8210,8711,501,74.208251953125,False,10.02,,14.0,False,True
T11_d800_b4_t20,T11,main,800,4,T11/day_800/block_4,20,8712,8861,8711,8861,150,29.561378479003906,True,3.0,0.45403817296028137,0.0,False,True
T11_d800_b4_t21,T11,main,800,4,T11/day_800/block_4,21,8862,9361,8861,9361,500,116.31302642822266,False,10.0,,16.0,False,True
T11_d800_b4_t22,T11,main,800,4,T11/day_800/block_4,22,9362,9864,9361,9864,503,95.74263763427734,False,10.06,,10.0,False,True
T11_d800_b4_t23,T11,main,800,4,T11/day_800/block_4,23,9865,10364,9864,10364,500,89.38861083984375,False,10.0,,10.0,False,True
T11_d800_b4_t24,T11,main,800,4,T11/day_800/block_4,24,10365,10867,10364,10867,503,129.67367553710938,False,10.06,,8.0,False,True
T11_d800_b4_t25,T11,main,800,4,T11/day_800/block_4,25,10868,11367,10867,11367,500,99.603515625,False,10.0,,2.0,False,True
T11_d800_b4_t26,T11,main,800,4,T11/day_800/block_4,26,11368,11601,11367,11601,234,26.122814178466797,True,4.68,0.3700784742832184,1.0,True,True
T11_d800_b4_t27,T11,main,800,4,T11/day_800/block_4,27,11602,12103,11601,12103,502,132.97152709960938,False,10.04,,6.0,False,True
T11_d800_b4_t28,T11,main,800,4,T11/day_800/block_4,28,12104,12280,12103,12280,177,37.0651969909668,True,3.54,0.29216161370277405,0.0,False,True
T11_d800_b4_t29,T11,main,800,4,T11/day_800/block_4,29,12281,12781,12280,12781,501,119.18174743652344,False,10.02,,19.0,False,True
T11_d800_b4_t30,T11,main,800,4,T11/day_800/block_4,30,12782,13283,12781,13283,502,132.15798950195312,False,10.04,,12.0,False,True
T11_d800_b4_t31,T11,main,800,4,T11/day_800/block_4,31,13284,13471,13283,13471,188,20.039165496826172,True,3.76,0.3148108124732971,0.0,False,True
T11_d800_b4_t32,T11,main,800,4,T11/day_800/block_4,32,13472,13973,13471,13973,502,114.05647277832031,False,10.04,,15.0,False,True
T11_d800_b4_t33,T11,main,800,4,T11/day_800/block_4,33,13974,14146,13973,14146,173,29.86337661743164,True,3.46,0.32121559977531433,0.0,False,True
T11_d800_b4_t34,T11,main,800,4,T11/day_800/block_4,34,14147,14647,14146,14647,501,89.60550689697266,False,10.02,,11.0,False,True
T11_d800_b4_t35,T11,main,800,4,T11/day_800/block_4,35,14648,14841,14647,14841,194,33.91060256958008,True,3.88,0.46218350529670715,1.0,False,True
T11-personal_use_d658_b8_t0,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,0,1114,2438,1113,2438,1325,,,,,,,True
T11-personal_use_d658_b8_t1,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,1,2477,2671,2476,2671,195,,,,,,,True
T11-personal_use_d658_b8_t2,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,2,2706,2768,2705,2768,63,,,,,,,True
T11-personal_use_d658_b8_t3,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,3,2787,3246,2786,3246,460,,,,,,,True
T11-personal_use_d658_b8_t4,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,4,3340,3693,3339,3693,354,,,,,,,True
T11-personal_use_d658_b8_t5,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,5,3705,4485,3704,4485,781,,,,,,,True
T11-personal_use_d658_b8_t6,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,6,4510,8350,4509,8350,3841,,,,,,,True
T11-personal_use_d658_b8_t7,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,7,8444,10481,8443,10481,2038,,,,,,,True
T11-personal_use_d658_b8_t8,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,8,10494,10608,10493,10608,115,,,,,,,True
T11-personal_use_d658_b8_t9,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,9,10630,10862,10629,10862,233,,,,,,,True
T11-personal_use_d658_b8_t10,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,10,10916,11249,10915,11249,334,,,,,,,True
T11-personal_use_d658_b8_t11,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,11,11336,11743,11335,11743,408,,,,,,,True
T11-personal_use_d658_b8_t12,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,12,11775,13839,11774,13839,2065,,,,,,,True
T11-personal_use_d658_b8_t13,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,13,13916,14279,13915,14279,364,,,,,,,True
T11-personal_use_d658_b8_t14,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,14,14295,15276,14294,15276,982,,,,,,,True
T11-personal_use_d658_b8_t15,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,15,16384,16486,16383,16486,103,,,,,,,True
T11-personal_use_d658_b8_t16,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,16,16655,17676,16654,17676,1022,,,,,,,True
T11-personal_use_d658_b8_t17,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,17,17694,18631,17693,18631,938,,,,,,,True
T11-personal_use_d658_b8_t18,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,18,20428,21079,20427,21079,652,,,,,,,True
T11-personal_use_d658_b8_t19,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,19,21086,23447,21085,23447,2362,,,,,,,True
T11-personal_use_d658_b8_t20,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,20,23485,24730,23484,24730,1246,,,,,,,True
T11-personal_use_d658_b8_t21,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,21,24816,25001,24815,25001,186,,,,,,,True
T11-personal_use_d658_b8_t22,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,22,25169,25868,25168,25868,700,,,,,,,True
T11-personal_use_d658_b8_t23,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,23,25974,26732,25973,26732,759,,,,,,,True
T11-personal_use_d658_b8_t24,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,24,26775,26841,26774,26841,67,,,,,,,True
T11-personal_use_d658_b8_t25,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,25,26939,27257,26938,27257,319,,,,,,,True
T11-personal_use_d658_b8_t26,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,26,27396,27485,27395,27485,90,,,,,,,True
T11-personal_use_d658_b8_t27,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,27,27517,27697,27516,27697,181,,,,,,,True
T11-personal_use_d658_b8_t28,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,28,27754,28224,27753,28224,471,,,,,,,True
T11-personal_use_d658_b8_t29,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,29,28260,28445,28259,28445,186,,,,,,,True
T11-personal_use_d658_b8_t30,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,30,28457,28869,28456,28869,413,,,,,,,True
T11-personal_use_d658_b8_t31,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,31,28885,29111,28884,29111,227,,,,,,,True
T11-personal_use_d658_b8_t32,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,32,29127,29676,29126,29676,550,,,,,,,True
T11-personal_use_d658_b8_t33,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,33,29745,29988,29744,29988,244,,,,,,,True
T11-personal_use_d658_b8_t34,T11,personal_use,658,8,T11[personal_use]/day_658/block_8,34,29990,30185,29989,30185,196,,,,,,,True
T11-personal_use_d658_b9_t0,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,0,161,318,160,318,158,,,,,,,True
T11-personal_use_d658_b9_t1,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,1,333,740,332,740,408,,,,,,,True
T11-personal_use_d658_b9_t2,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,2,805,891,804,891,87,,,,,,,True
T11-personal_use_d658_b9_t3,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,3,910,1166,909,1166,257,,,,,,,True
T11-personal_use_d658_b9_t4,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,4,1228,1316,1227,1316,89,,,,,,,True
T11-personal_use_d658_b9_t5,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,5,1417,1635,1416,1635,219,,,,,,,True
T11-personal_use_d658_b9_t6,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,6,1662,1742,1661,1742,81,,,,,,,True
T11-personal_use_d658_b9_t7,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,7,1818,1990,1817,1990,173,,,,,,,True
T11-personal_use_d658_b9_t8,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,8,1996,2107,1995,2107,112,,,,,,,True
T11-personal_use_d658_b9_t9,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,9,2162,2417,2161,2417,256,,,,,,,True
T11-personal_use_d658_b9_t10,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,10,2610,2818,2609,2818,209,,,,,,,True
T11-personal_use_d658_b9_t11,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,11,2831,3551,2830,3551,721,,,,,,,True
T11-personal_use_d658_b9_t12,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,12,3567,3718,3566,3718,152,,,,,,,True
T11-personal_use_d658_b9_t13,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,13,3759,6786,3758,6786,3028,,,,,,,True
T11-personal_use_d658_b9_t14,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,14,6838,6960,6837,6960,123,,,,,,,True
T11-personal_use_d658_b9_t15,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,15,7105,8237,7104,8237,1133,,,,,,,True
T11-personal_use_d658_b9_t16,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,16,8239,9039,8238,9039,801,,,,,,,True
T11-personal_use_d658_b9_t17,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,17,9047,10734,9046,10734,1688,,,,,,,True
T11-personal_use_d658_b9_t18,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,18,10779,10828,10778,10828,50,,,,,,,True
T11-personal_use_d658_b9_t19,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,19,10835,11635,10834,11635,801,,,,,,,True
T11-personal_use_d658_b9_t20,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,20,11638,11965,11637,11965,328,,,,,,,True
T11-personal_use_d658_b9_t21,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,21,11973,12280,11972,12280,308,,,,,,,True
T11-personal_use_d658_b9_t22,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,22,12293,13024,12292,13024,732,,,,,,,True
T11-personal_use_d658_b9_t23,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,23,13066,13202,13065,13202,137,,,,,,,True
T11-personal_use_d658_b9_t24,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,24,13213,13403,13212,13403,191,,,,,,,True
T11-personal_use_d658_b9_t25,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,25,13474,14034,13473,14034,561,,,,,,,True
T11-personal_use_d658_b9_t26,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,26,14054,14160,14053,14160,107,,,,,,,True
T11-personal_use_d658_b9_t27,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,27,14207,15033,14206,15033,827,,,,,,,True
T11-personal_use_d658_b9_t28,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,28,15131,16031,15130,16031,901,,,,,,,True
T11-personal_use_d658_b9_t29,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,29,16035,17717,16034,17717,1683,,,,,,,True
T11-personal_use_d658_b9_t30,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,30,17726,18041,17725,18041,316,,,,,,,True
T11-personal_use_d658_b9_t31,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,31,18086,18411,18085,18411,326,,,,,,,True
T11-personal_use_d658_b9_t32,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,32,18462,18905,18461,18905,444,,,,,,,True
T11-personal_use_d658_b9_t33,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,33,18955,19766,18954,19766,812,,,,,,,True
T11-personal_use_d658_b9_t34,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,34,19887,20263,19886,20263,377,,,,,,,True
T11-personal_use_d658_b9_t35,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,35,20316,20891,20315,20891,576,,,,,,,True
T11-personal_use_d658_b9_t36,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,36,20938,21122,20937,21122,185,,,,,,,True
T11-personal_use_d658_b9_t37,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,37,21145,21623,21144,21623,479,,,,,,,True
T11-personal_use_d658_b9_t38,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,38,21655,22560,21654,22560,906,,,,,,,True
T11-personal_use_d658_b9_t39,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,39,22569,22969,22568,22969,401,,,,,,,True
T11-personal_use_d658_b9_t40,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,40,23058,23359,23057,23359,302,,,,,,,True
T11-personal_use_d658_b9_t41,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,41,24203,25230,24202,25230,1028,,,,,,,True
T11-personal_use_d658_b9_t42,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,42,25272,25808,25271,25808,537,,,,,,,True
T11-personal_use_d658_b9_t43,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,43,26922,27784,26921,27784,863,,,,,,,True
T11-personal_use_d658_b9_t44,T11,personal_use,658,9,T11[personal_use]/day_658/block_9,44,27792,30084,27791,30084,2293,,,,,,,True
T11-random_targets_d665_b8_t0,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,0,264,491,263,491,228,61.685543060302734,True,4.56,0.4410792589187622,4.0,False,True
T11-random_targets_d665_b8_t1,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,1,492,595,491,595,104,6.149557113647461,True,2.08,0.969748318195343,0.0,False,True
T11-random_targets_d665_b8_t2,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,2,596,736,595,736,141,20.129072189331055,True,2.82,0.6480094790458679,0.0,False,True
T11-random_targets_d665_b8_t3,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,3,737,942,736,942,206,45.76969909667969,True,4.12,0.638248860836029,1.0,False,True
T11-random_targets_d665_b8_t4,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,4,943,1101,942,1101,159,6.888071537017822,True,3.18,,1.0,False,True
T11-random_targets_d665_b8_t5,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,5,1102,1205,1101,1205,104,29.170761108398438,True,2.08,0.633651077747345,1.0,False,True
T11-random_targets_d665_b8_t6,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,6,1206,1274,1205,1274,69,9.098716735839844,True,1.38,0.6249825954437256,1.0,False,True
T11-random_targets_d665_b8_t7,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,7,1275,1449,1274,1449,175,18.75148582458496,True,3.5,,0.0,False,True
T11-random_targets_d665_b8_t8,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,8,1450,1607,1449,1607,158,43.553741455078125,True,3.16,0.4941893219947815,3.0,False,True
T11-random_targets_d665_b8_t9,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,9,1608,1710,1607,1710,103,40.75004577636719,True,2.06,0.6191402673721313,1.0,False,True
T11-random_targets_d665_b8_t10,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,10,1711,1890,1710,1890,180,15.429676055908203,True,3.6,,2.0,False,True
T11-random_targets_d665_b8_t11,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,11,1891,2031,1890,2031,141,27.377159118652344,True,2.82,0.691641092300415,1.0,False,True
T11-random_targets_d665_b8_t12,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,12,2032,2266,2031,2266,235,23.433259963989258,True,4.7,0.8218230605125427,0.0,False,True
T11-random_targets_d665_b8_t13,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,13,2267,2388,2266,2388,122,15.822547912597656,True,2.44,,1.0,False,True
T11-random_targets_d665_b8_t14,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,14,2389,2484,2388,2484,96,33.313201904296875,True,1.92,0.619687020778656,0.0,False,True
T11-random_targets_d665_b8_t15,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,15,2485,2598,2484,2598,114,42.241722106933594,True,2.28,0.6085607409477234,1.0,False,True
T11-random_targets_d665_b8_t16,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,16,2599,2751,2598,2751,153,17.334562301635742,True,3.06,0.8541538119316101,1.0,False,True
T11-random_targets_d665_b8_t17,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,17,2752,2901,2751,2901,150,41.215721130371094,True,3.0,0.7807378768920898,0.0,False,True
T11-random_targets_d665_b8_t18,T11,random_targets,665,8,T11[random_targets]/day_665/block_8,18,2902,3082,2901,3082,181,33.06448745727539,True,3.62,0.7303078174591064,1.0,False,True
