day,auc,n_healthy_windows,P1_healthy_dispersion,P2_mean_firing_rate,P3_active_channels,P4_within_day_drift,P5_decoder_error
2121,0.956,84,0.22239000000000012,10.060026041666667,192.0,0.8017607398348492,38.302075688913696
2126,0.8556,127,0.3212300000000001,10.912877296587926,192.0,0.7470166438134309,30.476415719801167
2128,0.8638,171,0.6424600000000004,11.713642178362573,192.0,0.6960943441960126,52.799793519907674
2133,0.84,172,0.48184500000000025,11.469907743863049,192.0,0.9030557287895364,61.21754193036363
2135,0.5842,169,0.39536000000000016,11.74108008711374,192.0,0.8626140311396451,80.10637231216161
2149,0.6854,169,0.39536000000000004,9.962834894806049,191.0,0.7040398746047969,62.186502801104695
